id_property,coordinate_lat,coordinate_lng,property_area,property_type,commercial_type,institutional_type,street_access,drainage,potential_to_build,wall_material,wall_condition,has_veranda,roof_material,roof_condition,window_material,aid_conditioning,has_security,has_pool,has_outbuilding,street_quality,domestic_use_of_groundfloor,street_lanes,tourist_area,environmental_hazard,main_road_high_visibility,informal_settlement,commercial_corridor,has_water
FCC0044890,8.49021,-13.2306,585.93,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Breeze Block,No,No,No,Yes,Average Road,No,One,No,No,No,No,No,Yes
FCC0045170,8.47777,-13.1961,7502.9199,Commercial,Industrial Manufacturing,NA,Easy,No,Yes,Masonry,Good,No,Zinc / Metal Sheeting,Good,Breeze Block,No,Yes,No,Yes,Bad Road,No,One,No,No,No,No,No,Yes
FCC0045370,8.41221,-13.1449,4637.0098,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Good,No,Zinc / Metal Sheeting,Good,No Windows,No,No,No,Yes,Good Road,No,Four,No,No,No,No,No,Yes
FCC0045711,8.44713,-13.1651,290.175,Commercial,Industrial Manufacturing,NA,Difficult,No,Yes,Masonry,Good,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,Yes,Bad Road,Yes,One,No,No,No,No,No,No
FCC0045711,8.44713,-13.1651,870.525,Domestic,Industrial Manufacturing,NA,Difficult,No,Yes,Masonry,Good,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,Yes,Bad Road,Yes,One,No,No,No,No,No,No
FCC0057901,8.48982,-13.2216,520.45,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,Yes,Concrete,Average,No Windows,No,No,No,No,Average Road,No,One,No,No,No,No,No,No
FCC0045721,8.47863,-13.2629,2346.3601,Commercial,Industrial Manufacturing,NA,Easy,Yes,Yes,Masonry,Good,No,Zinc / Metal Sheeting,Good,Sliding panels with aluminium frame,Yes,Yes,No,Yes,Average Road,No,Two,No,No,No,No,No,No
FCC0045966,8.48059,-13.2753,1612.63,Commercial,Industrial Warehouse,NA,Difficult,No,No,Zinc,Average,Yes,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Bad Road,No,One,No,Yes,No,No,No,No
FCC0046228,8.47636,-13.243,601.14,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,Yes,Average Road,No,One,No,No,No,No,No,No
FCC0046646,8.45041,-13.2526,405.4,Commercial,Industrial Warehouse,NA,Difficult,No,No,Zinc,Average,Yes,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Bad Road,Yes,None,No,No,No,No,No,No
FCC0046588,8.46628,-13.2533,124.04,Commercial,Industrial Warehouse,NA,Difficult,No,No,Mud,Average,Yes,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Bad Road,No,None,No,No,No,No,No,No
FCC0046646,8.45041,-13.2526,405.4,Domestic,Industrial Warehouse,NA,Difficult,No,No,Zinc,Average,Yes,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Bad Road,Yes,None,No,No,No,No,No,No
FCC0046863,8.4605,-13.1751,220.7,Commercial,Industrial Manufacturing,NA,Easy,Yes,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,Yes,Average Road,Yes,Two,No,No,No,No,No,No
FCC0046863,8.4605,-13.1751,662.1,Domestic,Industrial Manufacturing,NA,Easy,Yes,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,Yes,Average Road,Yes,Two,No,No,No,No,No,No
FCC0073463,8.47502,-13.2578,8993.46,Commercial,Industrial Manufacturing,NA,Easy,No,No,Masonry,Good,Yes,Zinc / Metal Sheeting,Average,Breeze Block,No,No,No,Yes,Average Road,No,Two,No,No,No,No,No,No
FCC0047293,8.47872,-13.2118,653.16,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Zinc,Average,No,Zinc / Metal Sheeting,Bad,No Windows,No,No,No,No,Good Road,No,Two,No,No,No,No,No,Yes
FCC0047600,8.47658,-13.2332,639.58,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Good,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Average Road,No,One,No,No,No,No,No,No
FCC0047200,8.46375,-13.1792,623.35,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Mud,Average,Yes,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Good Road,Yes,Two,No,No,No,No,No,No
FCC0047200,8.46375,-13.1792,467.5125,Domestic,Industrial Warehouse,NA,Easy,Yes,No,Mud,Average,Yes,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Good Road,Yes,Two,No,No,No,No,No,No
FCC0047608,8.47651,-13.2379,314.02,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Average Road,No,One,No,No,No,No,No,Yes
FCC0048077,8.47878,-13.2302,4137.3101,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Good,Yes,Zinc / Metal Sheeting,Good,Traditional glazed casement set in metal frame or wood frame,No,Yes,No,Yes,Good Road,No,Two,No,No,No,No,No,Yes
FCC0048078,8.48429,-13.2476,533.9,Commercial,Industrial Warehouse,NA,Easy,No,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,Yes,Average Road,No,Two,No,No,No,No,No,Yes
FCC0048245,8.48596,-13.2164,1207.98,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,Yes,Concrete,Average,No Windows,No,No,No,Yes,Bad Road,No,One,No,No,No,No,No,No
FCC0048121,8.4923,-13.2151,5601.6299,Institutional,Bollore Warehouse,Bollore Warehouse,Easy,No,Yes,Masonry,Good,No,Zinc / Metal Sheeting,Good,No Windows,No,Yes,No,Yes,Average Road,No,Two,No,No,No,No,No,No
FCC0048273,8.49106,-13.2078,5221.96,Commercial,Industrial Warehouse,NA,Difficult,Yes,No,Masonry,Bad,No,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Average Road,No,Two,No,No,No,No,No,No
FCC0048481,8.48415,-13.2292,1498.98,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,Yes,Average Road,No,One,No,No,No,No,No,Yes
FCC0048872,8.48044,-13.2764,634.24,Commercial,Industrial Warehouse,NA,Difficult,No,No,Zinc,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,Yes,Bad Road,No,None,No,No,No,No,No,No
FCC0049005,8.48647,-13.2249,363.17,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Zinc,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,Yes,Average Road,No,One,No,No,No,No,No,Yes
FCC0049030,8.42662,-13.155,891.57,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Sliding panels with aluminium frame,No,No,No,No,Good Road,Yes,Four,No,No,No,No,No,No
FCC0049030,8.42662,-13.155,1783.14,Domestic,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Sliding panels with aluminium frame,No,No,No,No,Good Road,Yes,Four,No,No,No,No,No,No
FCC0049688,8.47385,-13.2046,468.81,Commercial,Industrial Warehouse,NA,Difficult,No,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,Yes,Bad Road,No,None,No,No,No,No,No,No
FCC0049839,8.44829,-13.1648,521.92,Commercial,Industrial Warehouse,NA,Difficult,No,No,Zinc,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Average Road,No,None,No,No,No,No,No,No
FCC0049718,8.42503,-13.1699,774.16,Commercial,Industrial Warehouse,NA,Difficult,No,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Bad Road,No,One,No,No,No,No,No,No
FCC0050285,8.48636,-13.2738,1344.95,Commercial,Industrial Warehouse,NA,Difficult,Yes,Yes,Zinc,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,Yes,Bad Road,No,None,No,Yes,No,Yes,No,No
FCC0050346,8.48552,-13.265,6060.5601,Commercial,Industrial Manufacturing,NA,Easy,Yes,Yes,Masonry,Average,No,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,Yes,Yes,No,Yes,Good Road,No,Four,No,No,No,No,Yes,Yes
FCC0050319,8.48962,-13.2221,165.02,Commercial,Industrial Warehouse,NA,Difficult,No,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,Yes,Bad Road,No,None,No,No,No,No,Yes,No
FCC0050428,8.42969,-13.1522,630.35,Commercial,Industrial Warehouse,NA,Difficult,Yes,No,Zinc,Bad,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Average Road,No,One,No,No,No,No,No,Yes
FCC0050509,8.47312,-13.1899,96.36,Commercial,Industrial Warehouse,NA,Difficult,No,Yes,Masonry,Good,Yes,Concrete,Good,No Windows,No,No,No,No,Bad Road,No,One,No,No,No,No,No,No
FCC0050587,8.46403,-13.238,483.39,Commercial,Industrial Warehouse,NA,Difficult,No,Yes,Zinc,Bad,Yes,Zinc / Metal Sheeting,Bad,Wood,No,No,No,No,Bad Road,No,None,No,No,No,No,No,Yes
FCC0050779,8.46412,-13.186,855.02,Commercial,Industrial Warehouse,NA,Difficult,No,No,Wood,Bad,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Bad Road,No,None,No,No,No,No,No,No
FCC0050866,8.45342,-13.1796,1962.3199,Commercial,Industrial Warehouse,NA,Easy,No,Yes,Zinc,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,Yes,Bad Road,No,Two,No,No,No,No,No,No
FCC0050949,8.48492,-13.2681,3160.8799,Commercial,Industrial Warehouse,NA,Easy,Yes,Yes,Masonry,Average,No,Zinc / Metal Sheeting,Average,Breeze Block,No,Yes,No,Yes,Average Road,No,Two,No,No,No,No,No,Yes
FCC0051115,8.47122,-13.2313,524.38,Commercial,Industrial Manufacturing,NA,Difficult,No,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,Yes,Average Road,Yes,One,No,No,No,No,No,Yes
FCC0051033,8.4846800000000009,-13.2513,1103.24,Commercial,Industrial Warehouse,NA,Easy,No,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Average Road,No,Two,No,No,No,Yes,No,Yes
FCC0051115,8.47122,-13.2313,524.38,Domestic,Industrial Manufacturing,NA,Difficult,No,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,Yes,Average Road,Yes,One,No,No,No,No,No,Yes
FCC0051560,8.47416,-13.196,3488.46,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Average Road,No,Two,No,No,No,No,No,No
FCC0051639,8.45607,-13.2776,1639.41,Commercial,Industrial Manufacturing,NA,Easy,Yes,Yes,Masonry,Good,No,Galvanised Aluminium,Good,Breeze Block,No,Yes,No,No,Average Road,No,Two,Yes,No,Yes,No,No,Yes
FCC0051568,8.47081,-13.1959,276.9875,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Average Road,Yes,Two,No,No,No,No,No,No
FCC0051697,8.48051,-13.2035,1058.91,Commercial,Industrial Manufacturing,NA,Difficult,No,Yes,Masonry,Average,No,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,Yes,Bad Road,No,Two,No,No,No,No,No,Yes
FCC0051735,8.45701,-13.272,1909.23,Commercial,Industrial Manufacturing,NA,Easy,Yes,Yes,Masonry,Average,No,Not Visible,Not Visible,Sliding panels with aluminium frame,Yes,No,No,Yes,Average Road,No,Four,No,No,Yes,No,Yes,Yes
FCC0051779,8.48193,-13.1943,1273.96,Commercial,Industrial Warehouse,NA,Easy,No,Yes,Masonry,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,Yes,No,Yes,Bad Road,No,Two,No,No,No,No,No,Yes
FCC0051568,8.47081,-13.1959,830.9625,Domestic,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Average Road,Yes,Two,No,No,No,No,No,No
FCC0052266,8.47538,-13.245,1535.86,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,Yes,Concrete,Average,No Windows,Yes,No,No,No,Average Road,No,Two,No,No,Yes,No,No,No
FCC0051387,8.47675,-13.2461,763.94,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Good,Yes,Zinc / Metal Sheeting,Good,No Windows,No,No,No,No,Good Road,No,Two,No,No,No,No,No,No
FCC0052843,8.48499,-13.2599,3540.74,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Good,No,Zinc / Metal Sheeting,Good,Sliding panels with aluminium frame,Yes,Yes,No,No,Good Road,No,Four,No,No,No,No,Yes,Yes
FCC0052893,8.47662,-13.2003,438.66,Commercial,Industrial Warehouse,NA,Easy,Yes,Yes,Zinc,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Good Road,No,Two,No,No,No,Yes,No,Yes
FCC0053019,8.46776,-13.2355,13512.2598,Commercial,Industrial Manufacturing,NA,Easy,No,Yes,Masonry,Good,Yes,Zinc / Metal Sheeting,Average,Louvre,No,Yes,No,Yes,Average Road,No,Two,No,No,No,No,No,Yes
FCC0053575,8.48999,-13.2076,11438.1396,Commercial,Industrial Warehouse,NA,Easy,No,No,Masonry,Good,No,Not Visible,Not Visible,Breeze Block,No,No,No,No,Good Road,No,Two,No,No,No,No,No,No
FCC0053533,8.47603,-13.2635,625.86,Commercial,Industrial Manufacturing,NA,Difficult,Yes,No,Masonry,Good,No,Zinc / Metal Sheeting,Good,Traditional glazed casement set in metal frame or wood frame,No,No,No,Yes,Bad Road,No,One,No,No,Yes,No,No,No
FCC0053631,8.48678,-13.2319,2478.02,Commercial,Industrial Warehouse,NA,Easy,Yes,Yes,Masonry,Good,Yes,Zinc / Metal Sheeting,Good,Sliding panels with aluminium frame,No,Yes,Yes,Yes,Average Road,No,Two,No,No,No,No,No,Yes
FCC0054170,8.47255,-13.1862,399.07,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Bad Road,No,One,No,No,No,No,No,No
FCC0052985,8.48124,-13.2752,111.02,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Average Road,No,Two,No,No,No,No,No,No
FCC0055134,8.46521,-13.2749,2856.1001,Commercial,Industrial Warehouse,NA,Difficult,No,No,Masonry,Good,No,Zinc / Metal Sheeting,Good,Sliding panels with aluminium frame,No,No,No,No,Bad Road,No,None,No,No,No,Yes,No,Yes
FCC0055312,8.46277,-13.1806,2576.76,Commercial,Industrial Warehouse,NA,Easy,No,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Good,Breeze Block,No,No,No,No,Bad Road,No,None,No,No,No,No,No,No
FCC0055223,8.47914,-13.2017,699.09,Commercial,Industrial Warehouse,NA,Easy,No,No,Masonry,Good,No,Zinc / Metal Sheeting,Good,No Windows,No,No,No,No,Good Road,No,Four,No,No,No,No,Yes,Yes
FCC0055464,8.46998,-13.1777,457.2,Commercial,Industrial Warehouse,NA,Easy,No,No,Masonry,Good,Yes,Concrete,Good,Breeze Block,No,No,No,No,Average Road,Yes,One,No,No,No,No,No,No
FCC0055464,8.46998,-13.1777,228.6,Domestic,Industrial Warehouse,NA,Easy,No,No,Masonry,Good,Yes,Concrete,Good,Breeze Block,No,No,No,No,Average Road,Yes,One,No,No,No,No,No,No
FCC0055647,8.45069,-13.2538,1029,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Zinc,Average,Yes,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Average Road,No,Two,No,No,No,No,No,No
FCC0055818,8.48065,-13.2656,138.5,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Zinc,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Good Road,Yes,Two,No,No,No,No,No,No
FCC0055888,8.46323,-13.1884,1150.47,Commercial,Industrial Warehouse,NA,Easy,No,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Bad Road,No,One,No,No,No,No,No,Yes
FCC0055959,8.42963,-13.1563,131.56,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Good Road,Yes,Two,No,No,No,No,No,Yes
FCC0055959,8.42963,-13.1563,131.56,Domestic,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Good Road,Yes,Two,No,No,No,No,No,Yes
FCC0055818,8.48065,-13.2656,415.5,Domestic,Industrial Warehouse,NA,Easy,Yes,No,Zinc,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Good Road,Yes,Two,No,No,No,No,No,No
FCC0056117,8.45482,-13.171,1312.22,Commercial,Industrial Warehouse,NA,Easy,No,No,Mud,Average,Yes,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Good Road,No,Four,No,No,No,No,No,No
FCC0056134,8.44168,-13.1603,351.35,Commercial,Industrial Warehouse,NA,Difficult,No,No,Masonry,Good,Yes,Concrete,Average,No Windows,No,No,No,Yes,Bad Road,Yes,One,No,No,Yes,No,No,No
FCC0056144,8.44339,-13.1644,987.61,Commercial,Industrial Manufacturing,NA,Easy,Yes,Yes,Masonry,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,Yes,No,No,Average Road,No,Two,No,No,No,No,No,Yes
FCC0056176,8.46537,-13.1816,610.51,Commercial,Industrial Warehouse,NA,Easy,Yes,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Bad,No Windows,No,No,No,No,Good Road,No,Two,No,No,No,No,No,No
FCC0056259,8.42992,-13.1525,2838.21,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,Yes,No,No,Bad Road,No,One,No,No,No,No,No,No
FCC0056134,8.44168,-13.1603,351.35,Domestic,Industrial Warehouse,NA,Difficult,No,No,Masonry,Good,Yes,Concrete,Average,No Windows,No,No,No,Yes,Bad Road,Yes,One,No,No,Yes,No,No,No
FCC0057155,8.48008,-13.198,260.085,Commercial,Industrial Warehouse,NA,Difficult,No,Yes,Masonry,Average,No,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Bad Road,Yes,Two,No,No,No,No,No,No
FCC0057001,8.49076,-13.2077,11868.79,Commercial,Industrial Warehouse,NA,Easy,No,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,Yes,Average Road,No,Two,No,No,No,No,No,Yes
FCC0057024,8.42969,-13.1563,601.22,Commercial,Industrial Warehouse,NA,Easy,Yes,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Wood,No,No,No,Yes,Good Road,Yes,Two,No,No,No,No,No,Yes
FCC0057024,8.42969,-13.1563,601.22,Domestic,Industrial Warehouse,NA,Easy,Yes,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Wood,No,No,No,Yes,Good Road,Yes,Two,No,No,No,No,No,Yes
FCC0057155,8.48008,-13.198,260.085,Domestic,Industrial Warehouse,NA,Difficult,No,Yes,Masonry,Average,No,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Bad Road,Yes,Two,No,No,No,No,No,No
FCC0057394,8.48003,-13.2426,520.48,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,No Windows,No,No,No,Yes,Average Road,No,Two,No,No,No,No,No,No
FCC0085262,8.43828,-13.1626,1821.48,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Good Road,No,Two,No,No,No,No,No,No
FCC0058121,8.47626,-13.2412,75.175,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Average Road,Yes,One,No,No,No,No,No,No
FCC0058121,8.47626,-13.2412,225.525,Domestic,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Average Road,Yes,One,No,No,No,No,No,No
FCC0058167,8.46334,-13.2471,1254.47,Commercial,Industrial Manufacturing,NA,Difficult,No,No,Masonry,Bad,No,Zinc / Metal Sheeting,Bad,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Bad Road,No,None,No,Yes,No,No,No,No
FCC0058252,8.44485,-13.2702,221.08,Commercial,Industrial Manufacturing,NA,Difficult,Yes,Yes,Masonry,Good,No,Zinc / Metal Sheeting,Good,Breeze Block,No,Yes,No,No,Bad Road,No,One,No,No,No,No,No,Yes
FCC0058188,8.46408,-13.1793,319.6875,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Average Road,Yes,Two,No,No,No,No,No,No
FCC0058188,8.46408,-13.1793,959.0625,Domestic,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Average Road,Yes,Two,No,No,No,No,No,No
FCC0058563,8.44219,-13.1678,586.805,Commercial,Industrial Manufacturing,NA,Difficult,No,No,Masonry,Average,Yes,Concrete,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Bad Road,Yes,One,No,No,No,No,No,No
FCC0057356,8.42995,-13.1597,438.9,Commercial,Industrial Manufacturing,NA,Easy,No,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Average Road,No,One,No,No,No,No,No,No
FCC0058565,8.45641,-13.1712,2495.0901,Commercial,Industrial Manufacturing,NA,Easy,No,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Good Road,No,Four,No,No,No,No,No,Yes
FCC0058623,8.47684,-13.2725,5334.6201,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Breeze Block,No,No,No,Yes,Good Road,No,Four,No,No,No,No,No,Yes
FCC0058639,8.44729,-13.166,2082.0801,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Zinc,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Average Road,No,One,No,No,No,No,No,No
FCC0058648,8.48184,-13.2202,1006.33,Commercial,Industrial Warehouse,NA,Difficult,No,Yes,Zinc,Average,Yes,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Bad Road,No,None,No,No,No,No,No,No
FCC0058648,8.48184,-13.2202,0,Domestic,Industrial Warehouse,NA,Difficult,No,Yes,Zinc,Average,Yes,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Bad Road,No,None,No,No,No,No,No,No
FCC0058563,8.44219,-13.1678,1760.415,Domestic,Industrial Manufacturing,NA,Difficult,No,No,Masonry,Average,Yes,Concrete,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Bad Road,Yes,One,No,No,No,No,No,No
FCC0058338,8.45632,-13.1701,1569.53,Commercial,Industrial Manufacturing,NA,Easy,No,Yes,Mud,Average,Yes,Zinc / Metal Sheeting,Average,Breeze Block,No,No,No,No,Bad Road,No,One,No,No,No,No,No,No
FCC0058854,8.47657,-13.2693,48.2,Commercial,Industrial Warehouse,NA,Difficult,No,No,Zinc,Average,Yes,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Bad Road,Yes,None,No,No,No,No,No,No
FCC0058854,8.47657,-13.2693,144.6,Domestic,Industrial Warehouse,NA,Difficult,No,No,Zinc,Average,Yes,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Bad Road,Yes,None,No,No,No,No,No,No
FCC0059083,8.4840699999999991,-13.2346,597.84,Commercial,Industrial Warehouse,NA,Easy,Yes,Yes,Masonry,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,Yes,Average Road,No,Two,No,No,No,No,No,Yes
FCC0059371,8.4691,-13.2771,887.22,Commercial,Industrial Warehouse,NA,Difficult,No,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,Yes,Bad Road,No,One,No,No,No,No,No,No
FCC0059211,8.47554,-13.1934,1136.95,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,No Windows,No,No,No,Yes,Average Road,No,Four,No,No,Yes,No,Yes,Yes
FCC0060611,8.44994,-13.1669,257.54,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Good,Yes,Concrete,Good,No Windows,No,No,No,No,Good Road,No,Four,No,No,No,No,No,No
FCC0062341,8.48554,-13.2083,980.41,Commercial,Industrial Warehouse,NA,Easy,No,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Average Road,No,Two,No,No,No,No,No,Yes
FCC0060862,8.48929,-13.2224,1972.46,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,Yes,Average Road,No,Two,No,No,No,No,Yes,No
FCC0060862,8.48929,-13.2224,3944.9199,Domestic,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,Yes,Average Road,No,Two,No,No,No,No,Yes,No
FCC0060880,8.48994,-13.2091,17726.4805,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Good,No,Zinc / Metal Sheeting,Average,Breeze Block,No,Yes,No,Yes,Average Road,No,Two,No,Yes,No,No,No,No
FCC0061074,8.43436,-13.1657,450.075,Commercial,Industrial Warehouse,NA,Difficult,Yes,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,Yes,Bad Road,Yes,One,No,No,No,No,No,No
FCC0061074,8.43436,-13.1657,450.075,Domestic,Industrial Warehouse,NA,Difficult,Yes,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,Yes,Bad Road,Yes,One,No,No,No,No,No,No
FCC0062742,8.47306,-13.2515,467.53,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Mud,Average,No,Zinc / Metal Sheeting,Average,Sliding panels with aluminium frame,No,No,No,No,Good Road,No,Two,No,No,No,No,No,No
