id_property,coordinate_lat,coordinate_lng,property_area,property_type,commercial_type,institutional_type,street_access,drainage,potential_to_build,wall_material,wall_condition,has_veranda,roof_material,roof_condition,window_material,aid_conditioning,has_security,has_pool,has_outbuilding,street_quality,domestic_use_of_groundfloor,street_lanes,tourist_area,environmental_hazard,main_road_high_visibility,informal_settlement,commercial_corridor,has_water
FCC0032678,8.48554,-13.2376,138.5,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Wood,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,Yes,Average Road,Yes,Two,No,No,No,No,No,No
FCC0032678,8.48554,-13.2376,415.5,Domestic,Industrial Warehouse,NA,Easy,Yes,No,Wood,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,Yes,Average Road,Yes,Two,No,No,No,No,No,No
FCC0037687,8.48294,-13.2267,766.64,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Good,No,Concrete,Not Visible,No Windows,No,No,No,No,Average Road,Yes,Two,No,No,No,No,No,No
FCC0037687,8.48294,-13.2267,958.3,Domestic,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Good,No,Concrete,Not Visible,No Windows,No,No,No,No,Average Road,Yes,Two,No,No,No,No,No,No
FCC0033097,8.47791,-13.2041,198.76,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Good Road,No,Two,No,No,No,No,No,No
FCC0014581,8.48947,-13.2236,824,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Breeze Block,No,No,No,No,Average Road,No,None,No,No,No,No,Yes,No
FCC0042793,8.46316,-13.1819,644.89,Commercial,Industrial Manufacturing,NA,Easy,Yes,Yes,Masonry,Average,No,Concrete,Average,Sliding panels with aluminium frame,Yes,Yes,No,No,Average Road,No,One,No,No,No,No,No,Yes
FCC0158847,8.47824,-13.1929,8612,Commercial,Industrial Manufacturing,NA,Easy,Yes,Yes,Masonry,Good,No,Galvanised Aluminium,Good,Breeze Block,No,Yes,No,No,Bad Road,No,Two,No,No,No,No,No,Yes
FCC0158844,8.47933,-13.1921,2546,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Zinc,Good,No,Zinc / Metal Sheeting,Good,No Windows,No,Yes,No,No,Bad Road,No,Two,No,No,No,No,No,Yes
FCC0158848,8.47822,-13.1932,8206,Commercial,Industrial Warehouse,NA,Easy,Yes,Yes,Zinc,Good,No,Zinc / Metal Sheeting,Good,No Windows,No,Yes,No,No,Bad Road,No,Two,No,No,No,No,No,Yes
FCC0010911,8.49265,-13.2782,1573.12,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Good,Yes,Concrete,Good,Breeze Block,No,No,No,No,Good Road,No,Two,No,No,No,No,No,Yes
FCC0116032,8.48884,-13.2097,4194,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Breeze Block,No,Yes,No,No,Good Road,No,Four,No,No,No,No,No,Yes
FCC0116044,8.48884,-13.209,21165,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Good,Breeze Block,No,Yes,No,No,Good Road,No,Four,No,No,No,No,No,Yes
FCC0121268,8.44532,-13.1635,15261,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,No Windows,Yes,Yes,No,No,Good Road,No,Four,No,No,No,No,No,Yes
FCC0121276,8.44508,-13.1632,2855,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Sliding panels with aluminium frame,No,Yes,No,No,Good Road,No,Four,No,No,No,No,No,No
FCC0014781,8.47262,-13.2398,2089,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Good,Breeze Block,No,No,No,No,Average Road,No,Two,No,No,No,No,No,Yes
FCC0018128,8.47969,-13.2762,161,Commercial,Industrial Warehouse,NA,Difficult,No,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,No Windows,No,No,No,Yes,Bad Road,No,None,No,Yes,No,No,No,No
FCC0121342,8.43734,-13.1642,7201,Commercial,Industrial Warehouse,NA,Easy,Yes,Yes,Masonry,Average,No,Zinc / Metal Sheeting,Good,No Windows,No,Yes,No,Yes,Good Road,No,Two,No,No,No,No,No,Yes
FCC0012880,8.47298,-13.2087,352.01,Commercial,Industrial Warehouse,NA,Difficult,No,No,Zinc,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Bad Road,No,None,No,No,No,No,No,No
FCC0016512,8.48452,-13.204,4178.3198,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Good,Yes,Zinc / Metal Sheeting,Good,Breeze Block,No,No,No,No,Good Road,No,Two,No,No,No,No,No,Yes
FCC0071336,8.49125,-13.2115,1645,Institutional,Dangote Warehouse,Dangote Warehouse,Easy,Yes,Yes,Masonry,Good,Yes,Zinc / Metal Sheeting,Average,Sliding panels with aluminium frame,No,Yes,No,Yes,Average Road,No,Two,No,No,No,No,No,Yes
FCC0013515,8.47219,-13.1932,1061.66,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Breeze Block,No,No,No,No,Average Road,No,Two,No,No,No,No,No,No
FCC0018879,8.47298,-13.246,509.92,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Zinc,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,Yes,Average Road,No,Two,No,No,No,No,No,No
FCC0019151,8.48374,-13.2267,253.4825,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Average Road,Yes,One,No,No,No,No,No,No
FCC0019151,8.48374,-13.2267,1013.93,Domestic,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Average Road,Yes,One,No,No,No,No,No,No
FCC0019424,8.4875,-13.233,2559.4299,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Average Road,No,Two,No,No,No,No,No,Yes
FCC0022693,8.47311,-13.2374,374.43,Commercial,Industrial Manufacturing,NA,Easy,No,Yes,Masonry,Good,No,Zinc / Metal Sheeting,Good,No Windows,No,No,No,Yes,Average Road,No,One,No,No,No,No,No,No
FCC0024012,8.47307,-13.1949,935.98,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Good,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,Yes,Bad Road,No,One,No,No,No,No,No,No
FCC0023949,8.46884,-13.1793,707.42,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Zinc,Average,No,Zinc / Metal Sheeting,Good,Wood,No,No,No,No,Good Road,No,Four,No,No,No,No,No,No
FCC0001736,8.48861,-13.2155,161.2,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Zinc,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,Yes,Average Road,No,One,No,No,No,No,No,No
FCC0029520,8.45673,-13.2723,405.21,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Louvre,Yes,No,No,Yes,Average Road,No,Four,No,No,Yes,No,Yes,Yes
FCC0027830,8.47914,-13.2432,1590.74,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Bad,Traditional glazed casement set in metal frame or wood frame,Yes,No,No,No,Good Road,No,Two,No,No,Yes,No,No,Yes
FCC0033345,8.473,-13.2443,364.66,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Average Road,Yes,One,No,No,No,No,No,No
FCC0033345,8.473,-13.2443,364.66,Domestic,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Average Road,Yes,One,No,No,No,No,No,No
FCC0034854,8.4786,-13.2597,1678.005,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Zinc,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Good Road,Yes,Two,No,No,No,No,No,No
FCC0034854,8.4786,-13.2597,1678.005,Domestic,Industrial Warehouse,NA,Easy,Yes,No,Zinc,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Good Road,Yes,Two,No,No,No,No,No,No
FCC0039806,8.45991,-13.1943,582.25,Commercial,Industrial Manufacturing,NA,Difficult,No,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Bad Road,No,One,No,No,No,No,No,No
FCC0040738,8.45033,-13.2776,594.08,Commercial,Industrial Warehouse,NA,Easy,Yes,Yes,Masonry,Bad,No,Zinc / Metal Sheeting,Bad,Traditional glazed casement set in metal frame or wood frame,No,No,No,Yes,Average Road,No,Two,No,No,No,No,No,Yes
FCC0041179,8.45815,-13.1728,914.53,Commercial,Industrial Warehouse,NA,Difficult,Yes,No,Zinc,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Bad Road,No,One,No,No,No,No,No,No
FCC0036091,8.48838,-13.2131,4053.22,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Average Road,No,Two,No,No,No,No,No,Yes
FCC0036354,8.47337,-13.1802,3263.3301,Commercial,Industrial Warehouse,NA,Easy,No,No,Masonry,Good,No,Zinc / Metal Sheeting,Good,Breeze Block,No,No,No,Yes,Average Road,No,One,No,No,No,No,No,No
FCC0049069,8.47481,-13.1917,1569.1,Commercial,Industrial Warehouse,NA,Easy,No,No,Masonry,Good,No,Zinc / Metal Sheeting,Good,Breeze Block,No,No,No,No,Good Road,No,Four,No,No,Yes,No,No,No
FCC0046307,8.47383,-13.2444,3077.7,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Breeze Block,Yes,No,No,No,Average Road,No,Two,No,No,No,No,No,Yes
FCC0052116,8.44709,-13.2635,786.42,Commercial,Industrial Manufacturing,NA,Easy,No,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Average Road,No,One,No,No,No,No,No,No
FCC0053787,8.45818,-13.1755,521.79,Commercial,Industrial Manufacturing,NA,Easy,No,No,Masonry,Good,No,Zinc / Metal Sheeting,Average,Louvre,No,Yes,No,Yes,Average Road,No,One,No,No,No,No,No,Yes
FCC0000650,8.48101,-13.2185,207.295,Commercial,Industrial Warehouse,NA,Difficult,No,No,Zinc,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Bad Road,No,Four,No,No,No,No,No,No
FCC0000650,8.48101,-13.2185,621.885,Domestic,Industrial Warehouse,NA,Difficult,No,No,Zinc,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Bad Road,No,Four,No,No,No,No,No,No
FCC0054533,8.41379,-13.1604,5220.1899,Commercial,Industrial Manufacturing,NA,Easy,No,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Good,Sliding panels with aluminium frame,No,No,No,No,Average Road,No,One,No,No,No,No,No,No
FCC0056374,8.45046,-13.2556,612.72,Commercial,Industrial Warehouse,NA,Easy,Yes,Yes,Zinc,Average,Yes,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Average Road,No,Two,No,No,No,No,No,No
FCC0056630,8.46224,-13.227,426.98,Commercial,Industrial Warehouse,NA,Difficult,No,Yes,Zinc,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Bad Road,No,None,No,No,No,Yes,No,No
FCC0055565,8.48027,-13.2064,1001.235,Commercial,Industrial Warehouse,NA,Easy,Yes,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Good Road,Yes,Four,No,No,No,No,Yes,No
FCC0055565,8.48027,-13.2064,333.745,Domestic,Industrial Warehouse,NA,Easy,Yes,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Good Road,Yes,Four,No,No,No,No,Yes,No
FCC0062103,8.4847,-13.2457,1147.0601,Commercial,Industrial Warehouse,NA,Easy,Yes,Yes,Zinc,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Average Road,No,Two,No,No,No,No,No,Yes
FCC0063241,8.47288,-13.2484,608.49,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Good,No,Concrete,Average,No Windows,No,No,No,No,Good Road,No,Four,No,No,No,No,No,Yes
FCC0071591,8.48759,-13.2519,2458.5901,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Good,Yes,Zinc / Metal Sheeting,Good,Breeze Block,No,Yes,No,Yes,Average Road,No,Two,No,No,No,No,No,Yes
FCC0072253,8.48301,-13.263,1092,Commercial,Industrial Warehouse,NA,Easy,No,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,Yes,Average Road,No,None,No,No,No,No,No,No
FCC0070593,8.47383,-13.1947,145.02,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Average Road,No,Two,No,No,No,No,No,Yes
FCC0020099,8.45017,-13.1704,887.4,Commercial,Industrial Manufacturing,NA,Easy,No,No,Zinc,Bad,No,Zinc / Metal Sheeting,Bad,No Windows,No,No,No,No,Average Road,No,One,No,No,No,No,No,No
FCC0077421,8.45431,-13.17,812.81,Commercial,Industrial Warehouse,NA,Easy,No,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Breeze Block,No,No,No,No,Good Road,No,Four,No,No,No,No,No,No
FCC0087738,8.46585,-13.1826,674.1,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Average Road,No,Two,No,No,No,No,No,No
FCC0074840,8.47516,-13.2121,679.98,Commercial,Industrial Warehouse,NA,Difficult,No,Yes,Mud,Bad,No,Zinc / Metal Sheeting,Good,Wood,No,No,No,No,Bad Road,No,None,No,No,No,Yes,No,Yes
FCC0076762,8.46364,-13.1807,439.95,Commercial,Industrial Manufacturing,NA,Easy,No,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Breeze Block,No,No,No,No,Bad Road,No,None,No,No,No,No,No,No
FCC0088806,8.48478,-13.2166,292.1975,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Good,No,Zinc / Metal Sheeting,Good,Sliding panels with aluminium frame,No,Yes,No,Yes,Good Road,No,Two,No,No,No,No,Yes,Yes
FCC0088902,8.47945,-13.2696,749.95,Commercial,Industrial Warehouse,NA,Easy,Yes,Yes,Masonry,Average,No,Zinc / Metal Sheeting,Average,Breeze Block,No,No,No,Yes,Good Road,No,Four,No,No,No,No,No,Yes
FCC0088015,8.47801,-13.2614,2034.48,Commercial,Industrial Manufacturing,NA,Easy,Yes,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,Yes,No,No,No,Good Road,No,Two,No,No,No,No,No,Yes
FCC0089327,8.45865,-13.1739,420.25,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Average Road,Yes,Two,No,No,No,No,No,No
FCC0088960,8.48925,-13.2375,222.14,Commercial,Industrial Warehouse,NA,Difficult,No,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Bad Road,Yes,None,No,No,No,Yes,No,No
FCC0088960,8.48925,-13.2375,222.14,Domestic,Industrial Warehouse,NA,Difficult,No,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Bad Road,Yes,None,No,No,No,Yes,No,No
FCC0089327,8.45865,-13.1739,315.1875,Domestic,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Average Road,Yes,Two,No,No,No,No,No,No
FCC0014999,8.47525,-13.2052,561.27,Commercial,Industrial Warehouse,NA,Easy,No,Yes,Masonry,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Average Road,No,One,No,No,No,Yes,No,No
FCC0090427,8.43214,-13.1572,484.12,Commercial,Industrial Warehouse,NA,Easy,Yes,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Average Road,No,Two,No,No,No,No,No,Yes
FCC0070495,8.42529,-13.1648,444.59,Commercial,Industrial Warehouse,NA,Difficult,No,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Not Visible,Wood,No,No,No,Yes,Bad Road,No,One,No,No,No,No,No,No
FCC0000897,8.48247,-13.2367,442.71,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Breeze Block,No,No,No,No,Average Road,Yes,Two,No,No,No,No,No,No
FCC0000897,8.48247,-13.2367,442.71,Domestic,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Breeze Block,No,No,No,No,Average Road,Yes,Two,No,No,No,No,No,No
FCC0002956,8.48563,-13.2286,802.02,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Average Road,No,One,No,Yes,No,No,No,Yes
FCC0009146,8.46152,-13.1766,5151.77,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Good,Breeze Block,No,No,No,Yes,Good Road,No,Two,No,No,No,No,No,No
FCC0014169,8.48055,-13.239,63.9225,Commercial,Industrial Warehouse,NA,Easy,Yes,Yes,Zinc,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,Yes,Average Road,Yes,Two,No,No,No,No,No,No
FCC0014169,8.48055,-13.239,191.7675,Domestic,Industrial Warehouse,NA,Easy,Yes,Yes,Zinc,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,Yes,Average Road,Yes,Two,No,No,No,No,No,No
FCC0010847,8.43307,-13.1568,1154.05,Commercial,Industrial Manufacturing,NA,Easy,Yes,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Average Road,No,Four,No,No,No,No,No,Yes
FCC0010876,8.49063,-13.2372,761.87,Commercial,Industrial Warehouse,NA,Easy,No,No,Masonry,Average,No,Zinc / Metal Sheeting,Bad,Louvre,No,No,No,No,Bad Road,Yes,None,No,No,No,Yes,No,Yes
FCC0010876,8.49063,-13.2372,761.87,Domestic,Industrial Warehouse,NA,Easy,No,No,Masonry,Average,No,Zinc / Metal Sheeting,Bad,Louvre,No,No,No,No,Bad Road,Yes,None,No,No,No,Yes,No,Yes
FCC0017724,8.45254,-13.1724,631.28,Commercial,Industrial Manufacturing,NA,Difficult,No,Yes,Masonry,Average,No,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Bad Road,No,One,No,No,No,No,No,No
FCC0019059,8.47785,-13.2297,447.63,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Zinc,Bad,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Average Road,No,Four,No,No,No,No,No,No
FCC0020653,8.4733,-13.2085,1021.74,Commercial,Industrial Warehouse,NA,Difficult,No,No,Zinc,Average,No,Zinc / Metal Sheeting,Good,No Windows,No,No,No,No,Bad Road,No,None,No,No,No,No,No,No
FCC0018608,8.48702,-13.2277,1130.8,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,No,Concrete,Bad,Wood,No,No,No,Yes,Good Road,No,Two,No,No,No,No,No,No
FCC0021271,8.41403,-13.1494,2647.1299,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Good,Yes,Concrete,Good,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Good Road,No,Four,No,No,No,No,No,Yes
FCC0022915,8.4684,-13.2504,1273.85,Commercial,Industrial Warehouse,NA,Difficult,No,No,Masonry,Average,Yes,Concrete,Good,Sliding panels with aluminium frame,No,Yes,No,No,Bad Road,Yes,Two,No,No,No,No,No,Yes
FCC0035365,8.48516,-13.262,9392.3203,Commercial,Industrial Manufacturing,NA,Easy,Yes,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Sliding panels with aluminium frame,Yes,No,No,Yes,Good Road,No,Four,No,No,No,No,Yes,Yes
FCC0022915,8.4684,-13.2504,1273.85,Domestic,Industrial Warehouse,NA,Difficult,No,No,Masonry,Average,Yes,Concrete,Good,Sliding panels with aluminium frame,No,Yes,No,No,Bad Road,Yes,Two,No,No,No,No,No,Yes
FCC0057911,8.44568,-13.1696,596.93,Commercial,Industrial Warehouse,NA,Easy,No,Yes,Mud,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Bad Road,No,One,No,No,No,No,No,Yes
FCC0031690,8.49268,-13.281,312.52,Commercial,Industrial Warehouse,NA,Easy,Yes,Yes,Masonry,Average,Yes,Concrete,Average,Breeze Block,No,No,No,Yes,Good Road,No,Two,No,No,No,No,No,Yes
FCC0035174,8.47914,-13.1909,3787.75,Commercial,Industrial Manufacturing,NA,Easy,No,Yes,Masonry,Good,Yes,Zinc / Metal Sheeting,Good,Traditional glazed casement set in metal frame or wood frame,Yes,Yes,No,Yes,Bad Road,No,One,No,No,No,No,No,Yes
FCC0035331,8.49066,-13.2204,212.14,Commercial,Industrial Warehouse,NA,Difficult,Yes,No,Zinc,Average,No,Zinc / Metal Sheeting,Bad,Wood,No,No,No,No,Bad Road,Yes,None,No,Yes,No,Yes,No,No
FCC0035331,8.49066,-13.2204,212.14,Domestic,Industrial Warehouse,NA,Difficult,Yes,No,Zinc,Average,No,Zinc / Metal Sheeting,Bad,Wood,No,No,No,No,Bad Road,Yes,None,No,Yes,No,Yes,No,No
FCC0036624,8.46575,-13.2739,5649.7798,Commercial,Industrial Manufacturing,NA,Easy,Yes,Yes,Masonry,Average,No,Not Visible,Not Visible,No Windows,No,Yes,No,Yes,Good Road,No,Four,No,No,Yes,No,Yes,Yes
FCC0037420,8.41032,-13.1436,1119.8,Commercial,Industrial Warehouse,NA,Easy,Yes,Yes,Masonry,Average,No,Zinc / Metal Sheeting,Average,Sliding panels with aluminium frame,No,No,No,No,Average Road,No,One,No,No,No,No,No,Yes
FCC0039366,8.40857,-13.1505,1250.09,Commercial,Industrial Manufacturing,NA,Easy,No,No,Mud,Average,No,Zinc / Metal Sheeting,Bad,Wood,No,No,No,No,Average Road,No,One,No,No,No,No,No,No
FCC0039575,8.45889,-13.2679,1140.73,Commercial,Industrial Manufacturing,NA,Difficult,No,Yes,Masonry,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,Yes,No,No,Bad Road,No,One,No,No,No,No,No,Yes
FCC0041287,8.44881,-13.1627,1030.58,Commercial,Industrial Warehouse,NA,Difficult,No,Yes,Zinc,Bad,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Bad Road,No,One,No,No,No,No,No,No
FCC0042244,8.48908,-13.2116,613.22,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Mud,Average,No,Zinc / Metal Sheeting,Average,No Windows,No,No,No,Yes,Average Road,No,Two,No,No,No,No,No,Yes
FCC0040630,8.48177,-13.2293,2217.54,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Good,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Average Road,No,One,No,No,No,No,No,No
FCC0040676,8.48177,-13.2414,402.96,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Good,Traditional glazed casement set in metal frame or wood frame,No,No,No,No,Average Road,No,Two,No,No,No,No,No,No
FCC0045795,8.48055,-13.2298,172.93,Commercial,Industrial Warehouse,NA,Difficult,No,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Breeze Block,No,No,No,No,Bad Road,Yes,One,No,No,No,No,No,Yes
FCC0045795,8.48055,-13.2298,345.86,Domestic,Industrial Warehouse,NA,Difficult,No,No,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Breeze Block,No,No,No,No,Bad Road,Yes,One,No,No,No,No,No,Yes
FCC0054474,8.48846,-13.2218,992.14,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Average,No,Concrete,Average,No Windows,No,No,No,No,Average Road,No,One,No,No,No,No,No,Yes
FCC0054035,8.45945,-13.1723,4641.8198,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Masonry,Good,Yes,Concrete,Good,No Windows,No,No,No,No,Good Road,No,Four,No,No,No,No,No,No
FCC0056520,8.47755,-13.1999,655.86,Commercial,Industrial Warehouse,NA,Easy,No,No,Zinc,Average,Yes,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Good Road,No,Two,No,No,No,No,No,No
FCC0060924,8.45219,-13.2766,747.7,Commercial,Industrial Warehouse,NA,Easy,Yes,No,Zinc,Bad,Yes,Zinc / Metal Sheeting,Bad,Wood,No,No,No,No,Good Road,No,Four,No,No,No,No,No,Yes
FCC0059435,8.4289,-13.1558,623.53,Commercial,Industrial Warehouse,NA,Easy,Yes,Yes,Zinc,Average,No,Zinc / Metal Sheeting,Not Visible,Wood,No,No,No,No,Average Road,No,Two,No,No,No,No,No,No
FCC0059448,8.45337,-13.2554,948.19,Commercial,Industrial Manufacturing,NA,Difficult,No,Yes,Wood,Average,Yes,Zinc / Metal Sheeting,Average,No Windows,No,No,No,No,Average Road,No,None,No,No,No,No,No,No
FCC0064317,8.49043,-13.2359,471.425,Commercial,Industrial Manufacturing,NA,Difficult,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Average Road,Yes,One,No,No,Yes,No,No,No
FCC0064317,8.49043,-13.2359,471.425,Domestic,Industrial Manufacturing,NA,Difficult,Yes,No,Masonry,Average,No,Zinc / Metal Sheeting,Average,Wood,No,No,No,No,Average Road,Yes,One,No,No,Yes,No,No,No
FCC0065294,8.44303,-13.165,5049.1099,Commercial,Industrial Manufacturing,NA,Easy,Yes,No,Masonry,Good,No,Zinc / Metal Sheeting,Average,Breeze Block,No,Yes,No,Yes,Average Road,No,Two,No,No,No,No,No,Yes
FCC0063078,8.45612,-13.2472,469.6,Commercial,Industrial Warehouse,NA,Easy,Yes,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Good,Louvre,No,No,No,No,Good Road,No,Four,No,No,No,No,No,No
FCC0073901,8.48154,-13.1941,1596.63,Commercial,Industrial Manufacturing,NA,Easy,Yes,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,No,Yes,No,No,Bad Road,No,Two,No,No,No,No,No,Yes
FCC0066244,8.48207,-13.1939,3182.52,Commercial,Industrial Warehouse,NA,Easy,Yes,Yes,Masonry,Average,Yes,Zinc / Metal Sheeting,Average,Traditional glazed casement set in metal frame or wood frame,Yes,Yes,No,Yes,Bad Road,No,Two,No,No,No,No,No,Yes
