id_property,made_payment
FCC0002937,TRUE
FCC0002938,TRUE
FCC0002938,TRUE
FCC0002941,TRUE
FCC0002942,TRUE
FCC0002942,TRUE
FCC0002943,TRUE
FCC0002965,TRUE
FCC0002966,TRUE
FCC0002980,TRUE
FCC0002983,TRUE
FCC0002983,TRUE
FCC0002987,TRUE
FCC0002987,TRUE
FCC0002988,TRUE
FCC0002988,TRUE
FCC0002991,TRUE
FCC0002994,TRUE
FCC0002996,TRUE
FCC0002996,TRUE
FCC0002999,TRUE
FCC0003006,TRUE
FCC0003009,TRUE
FCC0003009,TRUE
FCC0003011,TRUE
FCC0003012,TRUE
FCC0003012,TRUE
FCC0003016,TRUE
FCC0003016,TRUE
FCC0003022,TRUE
FCC0003022,TRUE
FCC0003024,TRUE
FCC0003024,TRUE
FCC0003031,TRUE
FCC0003032,TRUE
FCC0003032,TRUE
FCC0003038,TRUE
FCC0003038,TRUE
FCC0003042,TRUE
FCC0003042,TRUE
FCC0003043,TRUE
FCC0003046,TRUE
FCC0003047,TRUE
FCC0003047,TRUE
FCC0003049,TRUE
FCC0003049,TRUE
FCC0003051,TRUE
FCC0003052,TRUE
FCC0003055,TRUE
FCC0003055,TRUE
FCC0003056,TRUE
FCC0003061,TRUE
FCC0003062,TRUE
FCC0003067,TRUE
FCC0003072,TRUE
FCC0003086,TRUE
FCC0003086,TRUE
FCC0003087,TRUE
FCC0003087,TRUE
FCC0003099,TRUE
FCC0003103,TRUE
FCC0003103,TRUE
FCC0003105,TRUE
FCC0003105,TRUE
FCC0003106,TRUE
FCC0003113,TRUE
FCC0003122,TRUE
FCC0003122,TRUE
FCC0003124,TRUE
FCC0003137,TRUE
FCC0003141,TRUE
FCC0003141,TRUE
FCC0003149,TRUE
FCC0003152,TRUE
FCC0003154,TRUE
FCC0003162,TRUE
FCC0003165,TRUE
FCC0003165,TRUE
FCC0003172,TRUE
FCC0003172,TRUE
FCC0003178,TRUE
FCC0003178,TRUE
FCC0003185,TRUE
FCC0003188,TRUE
FCC0003191,TRUE
FCC0003191,TRUE
FCC0003191,TRUE
FCC0003191,TRUE
FCC0003196,TRUE
FCC0003196,TRUE
FCC0003196,TRUE
FCC0003196,TRUE
FCC0003204,TRUE
FCC0003204,TRUE
FCC0003204,TRUE
FCC0003209,TRUE
FCC0003215,TRUE
FCC0003218,TRUE
FCC0003219,TRUE
FCC0003222,TRUE
FCC0003223,TRUE
FCC0003223,TRUE
FCC0003224,TRUE
FCC0003224,TRUE
FCC0003226,TRUE
FCC0003230,TRUE
FCC0003230,TRUE
FCC0003236,TRUE
FCC0003236,TRUE
FCC0003237,TRUE
FCC0003241,TRUE
FCC0003243,TRUE
FCC0003247,TRUE
FCC0003248,TRUE
FCC0003257,TRUE
FCC0003261,TRUE
FCC0003261,TRUE
FCC0003261,TRUE
FCC0003261,TRUE
FCC0003261,TRUE
FCC0003264,TRUE
FCC0003264,TRUE
FCC0003268,TRUE
FCC0003272,TRUE
FCC0003272,TRUE
FCC0003273,TRUE
FCC0003274,TRUE
FCC0003274,TRUE
FCC0003279,TRUE
FCC0003279,TRUE
FCC0003288,TRUE
FCC0003290,TRUE
FCC0003293,TRUE
FCC0003297,TRUE
FCC0003302,TRUE
FCC0003302,TRUE
FCC0003307,TRUE
FCC0003307,TRUE
FCC0003311,TRUE
FCC0003312,TRUE
FCC0003312,TRUE
FCC0003315,TRUE
FCC0003320,TRUE
FCC0003325,TRUE
FCC0003325,TRUE
FCC0003328,TRUE
FCC0003330,TRUE
FCC0003330,TRUE
FCC0003336,TRUE
FCC0003344,TRUE
FCC0003344,TRUE
FCC0003373,TRUE
FCC0003373,TRUE
FCC0003380,TRUE
FCC0003382,TRUE
FCC0003382,TRUE
FCC0003382,TRUE
FCC0003383,TRUE
FCC0003394,TRUE
FCC0003408,TRUE
FCC0003419,TRUE
FCC0003419,TRUE
FCC0003420,TRUE
FCC0003427,TRUE
FCC0003428,TRUE
FCC0003430,TRUE
FCC0003433,TRUE
FCC0003433,TRUE
FCC0003435,TRUE
FCC0003442,TRUE
