id_property,id_business,business_name,business_area,business_category,business_sub_category
FCC0013440,1259,Apex International school Limited,11472.93,Portfolio,Construction Ministry of Works - Class I
FCC0013105,1229,M. W Enterprise Pharmacy,648.1175,Consumer staples,Drug stores or pharmacies
FCC0013074,1228,National Electoral Commission,2035.31,Communication services,Other
FCC0013044,1224,NA,505.69,Consumer discretionary,Tailor shop
FCC0013052,1225,NA,101.0725,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0013201,1238,Kabba's Advance Business Centre Textile,359.2425,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0013168,13640,Gbolima Trade Investment,502,Consumer staples,"Foods, Beverages and Staples"
FCC0001029,90,two sister's Enterprise,345.86,Consumer staples,Typical provision shop
FCC0013132,1233,Okentu Enterprise,59.99,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0013136,1235,NA,194.05,Consumer discretionary,Tailor shop
FCC0013160,1236,Kay Kids,687.26,Consumer staples,"Foods, Beverages and Staples"
FCC0013208,1239,NA,984.41,Consumer staples,"Foods, Beverages and Staples"
FCC0013220,1240,Iye saniks gas & mini mart,1397.79,Energy,Consumer Fuels
FCC0000112,12,NA,677.88,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0000108,10,2E system Ltd,1590.84,Materials Manufacturing/Industrials/Services,Other
FCC0000081,6,CHARIS ENTERPRISE,679.18,Consumer staples,"Foods, Beverages and Staples"
FCC0000020,3,Patifu Enterprise,262.75,Consumer discretionary,Household durable products
FCC0000085,8,NA,764.62,Portfolio,Suppliers
FCC0000125,16,Hoga enterprise,341.405,Consumer discretionary,Restaurants Bars
FCC0000084,7,Freetown Modern Preparatory School,567.82,Portfolio,General Merchandise /Services
FCC0000120,13,Gedor  Enterprise,1002.345,Consumer discretionary,Other
FCC0000121,15,NA,316.65,Materials Manufacturing/Industrials/Services,Consulting & Legal Services and other professional services
FCC0000091,9,NA,364.025,Consumer staples,"Foods, Beverages and Staples"
FCC0000228,21,Vista Bank,1561,Portfolio,Construction Ministry of Works - Class I
FCC0000202,18,NA,207.6325,Consumer staples,"Foods, Beverages and Staples"
FCC0000207,19,NA,1596.81,Portfolio,General Merchandise /Services
FCC0000238,22,NA,154.73,Consumer discretionary,Tailor shop
FCC0000248,23,"Tejan-Cole, Yillah & Bangura",1599.93,Materials Manufacturing/Industrials/Services,Consulting & Legal Services and other professional services
FCC0000305,24,Sweet rice enterprise,334,Consumer staples,"Foods, Beverages and Staples"
FCC0000354,30,Yombo sein enterprise,575.09,Consumer staples,Drug stores or pharmacies
FCC0000348,29,Prinsley nursery Preparatory school,1179.54,Portfolio,Construction Ministry of Works - Class I
FCC0000355,33,NA,1269.63,Materials Manufacturing/Industrials/Services,Building Materials production
FCC0000361,34,Juma Barrie Enterprise,1403.4825,Consumer staples,"Foods, Beverages and Staples"
FCC0000368,35,Kumkay Bar and Restaurant,1891.47,Consumer discretionary,Restaurants Bars
FCC0000400,36,Ernest Kamara refregiration work shop,602.4825,Materials Manufacturing/Industrials/Services,Workshop or repair contractor
FCC0000400,37,NA,200.8275,Consumer discretionary,Tailor shop
FCC0000461,38,NA,262.96,Consumer discretionary,Tailor shop
FCC0000477,39,Guarantee Trust Bank,30716.44,Financials,Banks
FCC0000450,12610,SOS Primary and Secondary School,903.69,Consumer discretionary,Private Schools
FCC0000480,43,NA,428.3425,Consumer staples,"Foods, Beverages and Staples"
FCC0000539,50,Health Value Enterprise Drug Store,1508.42,Consumer discretionary,Other
FCC0000504,48,Icemat beauty saloon,219.33,Consumer discretionary,Barbers/hair or nail saloon
FCC0000590,52,NA,190.755,Consumer staples,"Foods, Beverages and Staples"
FCC0000652,56,Farouk M Gebara Company Limited,2764.92,Portfolio,General Merchandise /Services
FCC0000658,57,NA,92.4,Consumer discretionary,Tailor shop
FCC0000736,62,E Hanson Ent,4519.92,Consumer discretionary,Household durable products
FCC0000650,55,NA,207.295,Consumer discretionary,Other
FCC0000745,13562,Raza Guess House,5387,Portfolio,Construction Ministry of Works - Premium
FCC0000773,67,Abu Bakarr enterprise,1371.42,Consumer discretionary,"Diamond, Jewellery shop"
FCC0000704,61,T. Choithram and Sons,1968.37,Portfolio,Suppliers
FCC0000696,58,,0,NA,NA
FCC0000821,71,TRANSNATIONAL (SL) LTD,5152.98,Portfolio,Construction Ministry of Works - Premium
FCC0000756,64,NA,2173.615,Consumer discretionary,Restaurants Bars
FCC0000845,73,Mount Auorel Academy,869.45,Consumer discretionary,Private Schools
FCC0000860,74,NA,407,Consumer discretionary,Barbers/hair or nail saloon
FCC0000893,77,Kuban College of Social Science &Technology,6941.82,Consumer discretionary,Other
FCC0000912,79,Edia Tech advertising Agency,1079.7,Portfolio,Production Factory (Limited Company)
FCC0000935,83,AL- HAMD ENTP,1623.92,Materials Manufacturing/Industrials/Services,Warehousing
FCC0000966,87,The calabash news paper,2676.8,Materials Manufacturing/Industrials/Services,Media/TV/newspaper
FCC0000914,80,NA,46.58,Consumer discretionary,Tailor shop
FCC0000966,88,The times News papper,2676.8,Materials Manufacturing/Industrials/Services,Media/TV/newspaper
FCC0000934,82,Sierra leone botting company,1710.91,Energy,Other
FCC0000965,86,Millfat Enterprise,1094.73,Consumer discretionary,Restaurants Bars
FCC0001065,94,NA,135.535,Consumer staples,"Foods, Beverages and Staples"
FCC0001103,98,NA,139.675,Consumer discretionary,Building materials retail
FCC0001089,96,Salafh enterprise,399.47,Consumer staples,Typical provision shop
FCC0001085,95,Delifrost (SL) Limited (Goodies Super Market),2547.06,Portfolio,Construction Ministry of Works - Premium
FCC0001095,97,Khoury building materials,1723.06,Portfolio,General Merchandise /Services
FCC0001171,102,NA,254.995,Consumer discretionary,Other
FCC0001177,103,NA,87.3975,Consumer discretionary,Other
FCC0001182,104,NA,366.87,Consumer staples,Typical provision shop
FCC0001193,106,NA,350.45,Consumer staples,"Foods, Beverages and Staples"
FCC0001204,110,Institute of Advance Management and Technology,1137.8,Consumer discretionary,Private Schools
FCC0001189,105,NA,354.78,Consumer staples,Typical provision shop
FCC0001272,112,Leone Oil,258.62,Energy,Petrol station
FCC0001284,113,De House Relaxation,3241.66,Portfolio,Consumer Staples (certificate)
FCC0001156,101,Medrie international Hotel and Res,696.2,Consumer discretionary,Restaurants Bars
FCC0001294,115,NA,2794.46,Consumer staples,"Foods, Beverages and Staples"
FCC0001308,117,MaFoh Enterprise,333.33,Consumer discretionary,Building materials retail
FCC0001362,121,NA,536.3175,Consumer staples,"Foods, Beverages and Staples"
FCC0001377,122,Alhamdulilah,323.51,Consumer staples,Typical provision shop
FCC0001350,120,Quba Islamic Pre-Primary School,3411.31,Consumer discretionary,Private Schools
FCC0001290,114,NA,395.92,Consumer discretionary,Other
FCC0001403,123,Peace Academy,3586.45,Consumer discretionary,Private Schools
FCC0001325,118,K3Tele.com Sierra Leone,10610,Communication services,Information Technology
FCC0001471,125,Amoula & Son's Trading Company,1804.47,Portfolio,General Merchandise /Services
FCC0001506,129,Mess Reeb Enterprise,574.02,Consumer staples,"Foods, Beverages and Staples"
FCC0001534,131,Akums Enterprise,562.57,Energy,Petrol station
FCC0001543,132,Umasodor,75.815,Consumer staples,Typical provision shop
FCC0001555,134,SK Enterprises,1943.34,Portfolio,General Supplies (Limited company)
FCC0001559,138,NA,873.60004,Consumer staples,"Foods, Beverages and Staples"
FCC0001573,13145,Sinko Store,1457.64,Portfolio,Consumer Staples (certificate)
FCC0001551,133,Grace maternity,2993.9,Portfolio,General Merchandise /Services
FCC0001588,13931,Standard Preparatory School,13277.76,Consumer discretionary,Private Schools
FCC0001462,12847,Victory No.2,780.98,Portfolio,Consumer Discretionary (certificate)
FCC0001616,141,NA,335.2575,Consumer staples,"Foods, Beverages and Staples"
FCC0001701,146,Eric Jones Enterprise,260.16,Consumer staples,Wholesaler of consumer staples
FCC0001676,144,NA,1505.88,Consumer discretionary,Tailor shop
FCC0001675,143,Morvigor (SL) ltd.,1631.61,Consumer discretionary,Other
FCC0001834,158,FANTA FEIKA ENT,1407.5,Consumer staples,Wholesaler of consumer staples
FCC0001766,151,Lakiss Cooling Centre,1330.62,Materials Manufacturing/Industrials/Services,Workshop or repair contractor
FCC0001736,149,NA,161.2,Consumer discretionary,Other
FCC0001758,150,NA,700.58,Consumer discretionary,Other
FCC0001788,155,Anti Augusta preparatory  and primary school,1407.995,Consumer discretionary,Private Schools
FCC0001830,157,NA,480.1675,Consumer staples,"Foods, Beverages and Staples"
FCC0001857,160,Zenta enterprises,274.52,Consumer discretionary,Other
FCC0001781,153,NA,161.475,Consumer staples,Typical provision shop
FCC0001828,156,KADUM ENTERPRISE,207.065,Consumer discretionary,Household durable products
FCC0001850,159,Sierra international Academy,7284.24,Materials Manufacturing/Industrials/Services,Other
FCC0001868,161,NA,229.135,Consumer staples,"Foods, Beverages and Staples"
FCC0001905,166,M. M. & Friend Enterprise,644.46,Consumer discretionary,Household durable products
FCC0001928,168,Reliable Welders,419.42,Consumer discretionary,Other
FCC0001981,170,NA,238.04,Consumer discretionary,Tailor shop
FCC0001905,167,Jakal Enterprise,1933.3801,Consumer staples,"Foods, Beverages and Staples"
FCC0001903,165,King's foam factory,12884.17,Materials Manufacturing/Industrials/Services,Other
FCC0002060,178,AWOKO PRINTING PRESS,4037.33,Materials Manufacturing/Industrials/Services,Media/TV/newspaper
FCC0002016,13983,Sierra Leone Grammar School,17650,Consumer discretionary,Private Schools
FCC0001992,171,A.Sow Enterprise,279.01,Consumer discretionary,Household durable products
FCC0002026,175,NA,969.8875,Consumer discretionary,Tailor shop
FCC0002104,179,Sulmed enterprise,39.18,Consumer staples,Wholesaler of consumer staples
FCC0002119,181,Accounting and information profession,2868.5,Communication services,Information Technology
FCC0002988,274,Sierra leone Explosive LTD,3958.37,Materials Manufacturing/Industrials/Services,Other
FCC0002192,183,Jam hotel,3016.98,Consumer discretionary,Hotels
FCC0002114,180,Fanta Enterprise,121.47,Consumer staples,Other
FCC0002205,187,NA,3170.43,Consumer discretionary,Building materials retail
FCC0002205,188,Two Hands Garage,792.6075,Consumer discretionary,Other
FCC0002219,189,Alhaji Enterprise,1390.265,Consumer staples,Typical provision shop
FCC0002245,192,NA,197.39,Consumer staples,Typical provision shop
FCC0002202,186,Freeman carrage,923.7375,Portfolio,General Merchandise (Limited Company)
FCC0002231,191,NA,243.25,Consumer discretionary,Other
FCC0002141,182,Perma Block Enterprise,233.43,Portfolio,Suppliers
FCC0002255,195,Aug-ole,1374.715,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0002275,197,All Goods Enterprises,216.24,Portfolio,Consumer Discretionary (certificate)
FCC0002257,196,Nwakor overcomer enterprise,570.12,Materials Manufacturing/Industrials/Services,Construction company
FCC0002288,200,"Vamboi Youth Empowerment, Aluminum Work Shop",174.84,Materials Manufacturing/Industrials/Services,Workshop or repair contractor
FCC0002280,199,Alusine koinadugu brothers,351.11,Portfolio,Consumer Discretionary (certificate)
FCC0002247,193,Bill-kudus Enterprise,161,Consumer discretionary,Motor Cars and components
FCC0002279,198,Rising Academy Network,5025.04,Consumer discretionary,Private Schools
FCC0002192,184,Jam hotel,3016.98,Consumer discretionary,Hotels
FCC0002401,215,Beteday Enterprise,781.5575,Consumer discretionary,Other
FCC0002309,203,lowarence enterprise,1945.84,NA,NA
FCC0002323,205,NA,211.655,Consumer discretionary,Household durable products
FCC0002345,208,Mamish Women's Corporation,369.6475,Consumer discretionary,Other
FCC0002346,209,Holland Shipping Company,4078.35,Materials Manufacturing/Industrials/Services,Fishing
FCC0002359,210,NA,220.07,Consumer discretionary,Other
FCC0002363,211,Mini mart,2251.34,Energy,Oil and Gas
FCC0002388,212,Mountain Grace Junior Secondary School,2146.24,Consumer discretionary,Private Schools
FCC0002394,214,Feajan beauty saloon,250.51,Consumer discretionary,Barbers/hair or nail saloon
FCC0002414,217,NA,228.855,Consumer staples,"Foods, Beverages and Staples"
FCC0002511,220,NA,169.16,Consumer staples,Typical provision shop
FCC0002558,223,Moms Engineering Construction Engineering Services,332.54,Materials Manufacturing/Industrials/Services,Consulting & Legal Services and other professional services
FCC0002497,219,Breat construction,593.75,Portfolio,Construction Ministry of Works - Class III
FCC0002568,224,SED'S CLOSET,1241.76,Consumer discretionary,Tailor shop
FCC0002573,225,Murialdo Vocational Institute,5500.45,Consumer discretionary,Other
FCC0002592,226,NA,3562.89,Consumer discretionary,"Diamond, Jewellery shop"
FCC0002594,227,Star,1012.15,Consumer staples,"Foods, Beverages and Staples"
FCC0002616,229,Hema Trading,3343.62,Consumer discretionary,Building materials retail
FCC0002488,218,Sorgor Enterprise,105.815,Consumer staples,"Foods, Beverages and Staples"
FCC0002615,228,Muomin Water Company,519.14,Consumer staples,Wholesaler of consumer staples
FCC0002548,14031,Komeh Enterprise,716,Consumer staples,Other
FCC0002697,233,NA,836.355,Consumer discretionary,Tailor shop
FCC0002698,234,Fatty Jeff enterprise,1110.3225,Consumer discretionary,Household durable products
FCC0002667,230,Vitafoam,608.36,Consumer discretionary,Household durable products
FCC0002691,232,ROBAKA ENTERPRISE,570.1525,Consumer staples,Drug stores or pharmacies
FCC0002711,237,Pamuronko Community Primary School,4317.88,Materials Manufacturing/Industrials/Services,Other
FCC0002744,240,NA,501.4025,Consumer discretionary,Tailor shop
FCC0002761,242,Tailoring and provision shop,121.16,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0002702,235,WNK Trading,561.155,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0002733,239,LES ZANDES Relaxation,1292.12,Consumer staples,"Foods, Beverages and Staples"
FCC0002810,248,Gateway preparatory school,1441.89,Consumer discretionary,Private Schools
FCC0002811,249,NA,1275.505,Consumer staples,"Foods, Beverages and Staples"
FCC0002705,9844,Leocem,3013.26,Portfolio,Production Factory (Limited Company)
FCC0002754,241,"Jarrett-Yaskey, Garner & Associates: Architects",6806.88,Portfolio,General Merchandise /Services
FCC0002714,238,E.S. Godwin Global,792.285,Consumer discretionary,Household durable products
FCC0002876,256,LA Galaxy fashion Boutique,1422.4126,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0002877,257,NA,133.3825,Consumer discretionary,Household durable products
FCC0002891,258,NA,91.38,Consumer staples,"Foods, Beverages and Staples"
FCC0002834,13492,Africell Motor Garage,1506,Portfolio,Construction Ministry of Works - Premium
FCC0002956,264,NA,601.515,Consumer discretionary,Building materials retail
FCC0002957,265,Grace Beauty Saloon,138.725,Consumer discretionary,Barbers/hair or nail saloon
FCC0002909,260,Chinery _Hesse hotel,13444.72,Consumer discretionary,Hotels
FCC0002983,270,Musu Turay enterprise,467.0325,Consumer staples,Household and personal products
FCC0002982,268,Meecell's Favorite,295.965,Consumer staples,"Foods, Beverages and Staples"
FCC0006008,548,NA,348.4,Consumer staples,"Foods, Beverages and Staples"
FCC0003015,279,Faith Cenema,455.8,Consumer discretionary,Other
FCC0003018,280,Benghazi Enterprise,297.48,Consumer staples,"Foods, Beverages and Staples"
FCC0013250,1244,VINE PREPARATORY AND PRIMARY SCHOOL,846.25,Financials,Other
FCC0003058,286,NA,705.92,Consumer staples,Other
FCC0003070,287,Revenue Development Foundation,1832.64,Consumer discretionary,Private Schools
FCC0003084,288,Jenny's Enterprise,1392.26,Consumer discretionary,Restaurants Bars
FCC0003024,282,NA,89.385,Consumer staples,Household and personal products
FCC0002983,273,NA,467.0325,Consumer staples,Household and personal products
FCC0003012,276,Ayocinda Group Enterprises,638.9925,Consumer discretionary,Restaurants Bars
FCC0013249,1243,Chernor Mariana Enterprise,878.895,Consumer staples,"Foods, Beverages and Staples"
FCC0003095,291,NA,301.39,Consumer staples,"Foods, Beverages and Staples"
FCC0003055,285,King's foam factory,831.47,Materials Manufacturing/Industrials/Services,Other
FCC0003100,292,Famata Sunkaru Investment,516.95,Communication services,Information Technology
FCC0003147,295,Leonco,1709.01,Energy,Petrol station
FCC0003164,301,NA,937.7,Consumer discretionary,Other
FCC0003168,302,Double J Enterprise,1246.825,Consumer discretionary,Motor Cars and components
FCC0003197,305,NA,1037.265,Consumer discretionary,Tailor shop
FCC0003134,294,Alpha Enterprise,1857.44,Consumer staples,Other
FCC0003191,303,Colisee boutique,2249.08,Portfolio,General Merchandise /Services
FCC0003266,308,NA,161.48,Materials Manufacturing/Industrials/Services,Other
FCC0003223,306,Grace Enterprise,163.8,Consumer staples,"Foods, Beverages and Staples"
FCC0003341,312,NA,537.69,Consumer discretionary,Tailor shop
FCC0003273,309,Real Mack limited,435.095,Portfolio,General Merchandise /Services
FCC0003260,307,Alhaji Fofanah,105.2375,Consumer staples,"Foods, Beverages and Staples"
FCC0003425,314,Global Boutique,239.395,Consumer discretionary,Tailor shop
FCC0003440,318,Ansarul Islamic college,4120.31,Consumer discretionary,Private Schools
FCC0003457,319,Divine Academy High School,1625.02,Consumer discretionary,Private Schools
FCC0003486,323,NA,540.83,Consumer staples,Typical provision shop
FCC0003497,324,NA,388.695,Consumer staples,"Foods, Beverages and Staples"
FCC0003503,325,Movement for Youth Employment Tailoring Group,653.98,Consumer discretionary,Tailor shop
FCC0003433,317,NA,2332.25,Consumer staples,Typical provision shop
FCC0003428,13955,Ransim Enterprise,940,Consumer discretionary,Restaurants Bars
FCC0003461,14039,Pentecostal Primary Schools,1934,Consumer discretionary,Private Schools
FCC0003478,322,Radisson Blue Hotel,2642,Consumer discretionary,Hotels
FCC0003540,329,NA,881.48254,Consumer staples,"Foods, Beverages and Staples"
FCC0003517,326,NA,383.31,Consumer staples,"Foods, Beverages and Staples"
FCC0003551,330,NA,1527.7,Consumer discretionary,Other
FCC0003574,332,Insight Tutorial Syndicate,1588.61,Consumer discretionary,Other
FCC0003582,333,FATISH&CHILDREN ENTERPRISE,5490.13,Consumer discretionary,Nursery
FCC0003553,331,Pawan Putrah building Material's,399.14,Materials Manufacturing/Industrials/Services,Building Materials production
FCC0003518,328,Big boss baimba carpentery workshop,342.985,Materials Manufacturing/Industrials/Services,Building Materials production
FCC0003587,334,Decore Furniture,7498.64,Portfolio,General Merchandise (Limited Company)
FCC0003675,337,NA,640.925,Consumer staples,"Foods, Beverages and Staples"
FCC0003677,338,NA,1516.83,Consumer staples,"Foods, Beverages and Staples"
FCC0003690,339,NA,907.525,Consumer staples,Drug stores or pharmacies
FCC0003596,335,Warehouse,2573.49,Materials Manufacturing/Industrials/Services,Warehousing
FCC0003720,340,Sharp security company,1089.82,Consumer discretionary,Security
FCC0003727,341,NA,6943.28,Materials Manufacturing/Industrials/Services,Other
FCC0003756,343,NA,259.935,Consumer staples,Typical provision shop
FCC0003745,342,NA,880.6025,Consumer staples,"Foods, Beverages and Staples"
FCC0003836,13486,Africell SL Limited,14073.28,Financials,Insurance company
FCC0003920,351,Lamisat Enterprise,564.4575,Consumer discretionary,Household durable products
FCC0003876,13512,Abdul Bando Enterprise,93,Consumer discretionary,Household durable products
FCC0003813,344,Monitoring and evaluation Department under the ministry of planning and evaluation Department,10659.21,Communication services,Other
FCC0003929,355,Elshaddai charismatic school,2372.44,Consumer discretionary,Private Schools
FCC0003909,349,NA,311.9325,Consumer discretionary,Tailor shop
FCC0003975,366,ESS Bee international,3352.69,Consumer discretionary,Household durable products
FCC0006023,549,Na wae na you barbing shop,135.93,Consumer discretionary,Barbers/hair or nail saloon
FCC0004015,369,Ballay Essay Enterprise,150.97,Consumer staples,Typical provision shop
FCC0003915,350,Rising Academy Network,1854.68,Consumer discretionary,Private Schools
FCC0004025,370,Allow Bar and Restaurant,1345.15,Consumer discretionary,Restaurants Bars
FCC0004042,372,ALPHA BAH GENERAL MERCHANDISE,733.085,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0004051,373,Yamakai Pre. Primary School,5238.64,Consumer discretionary,Private Schools
FCC0003950,363,Global pharmaceutical,905.84,Consumer staples,Drug stores or pharmacies
FCC0003971,365,Cee Bee Jay Daycare Nursery And Preparatory School,526.46,Portfolio,General Merchandise /Services
FCC0003945,360,Martyn sport center,605.3075,Consumer discretionary,Other
FCC0004002,368,Hotel de la joie,151.95,Consumer discretionary,Hotels
FCC0004080,375,Star of David International primary School,8435.64,Consumer discretionary,Private Schools
FCC0004100,377,NA,76.62,Consumer staples,Typical provision shop
FCC0004110,379,Murildo institute library,3269.42,Consumer discretionary,Private Schools
FCC0004112,380,NA,44.5,Consumer discretionary,Restaurants Bars
FCC0004154,383,NA,249.51,Consumer discretionary,Tailor shop
FCC0004063,374,Joe-Anns,460.21,Consumer staples,Typical provision shop
FCC0004089,376,Pawan putra,4871.26,Materials Manufacturing/Industrials/Services,Warehousing
FCC0004143,381,Haja salamatu bah enterprise,282.24,Consumer staples,"Foods, Beverages and Staples"
FCC0004205,388,NA,481.13,Consumer staples,Typical provision shop
FCC0004206,389,Family Chapel Vocational Institute,1180.33,Consumer discretionary,Other
FCC0004215,390,Boima Enterprise,483.835,Consumer discretionary,Other
FCC0004273,393,More Life Bakery,667.41,Consumer staples,Wholesaler of consumer staples
FCC0004286,395,God's Will Enterprise,238.6,Consumer staples,"Foods, Beverages and Staples"
FCC0004201,385,Multi-c enterprise,314.865,Consumer discretionary,Other
FCC0004201,386,D Assans,944.595,Portfolio,General Merchandise /Services
FCC0004333,398,NA,353.225,Consumer discretionary,Barbers/hair or nail saloon
FCC0004271,392,CICA MOTORS SIERRA LEONE,17292.5,Consumer discretionary,Motor Cars and components
FCC0004446,403,NA,120.0475,Consumer staples,"Foods, Beverages and Staples"
FCC0004447,404,NA,3067.04,Consumer discretionary,Other
FCC0004472,406,Peace Corpe,4336.7,Consumer discretionary,Other
FCC0004371,400,Tailor Shop,140.7425,Consumer discretionary,Tailor shop
FCC0004410,402,Ambassador Voyages,3833.49,Materials Manufacturing/Industrials/Services,Other
FCC0004483,408,DESTINY SHIPPING AGENCIES LTD,1096.24,Portfolio,Construction Ministry of Works - Premium
FCC0004473,407,Barristers international,1404.6901,Portfolio,General Merchandise /Services
FCC0004502,413,Customer .S. Base,1097.12,Consumer staples,"Foods, Beverages and Staples"
FCC0004502,414,Custumer .S. Base,1097.12,Consumer discretionary,Restaurants Bars
FCC0004459,14010,Malama Comprehensive Academy,5563,Consumer discretionary,Private Schools
FCC0004563,421,Beatrice M. Bah Enterprises,306.72,Consumer staples,Wholesaler of consumer staples
FCC0004558,420,Mammah's Workshop,265.89,Consumer discretionary,Other
FCC0004493,412,NA,2799.48,Consumer discretionary,Other
FCC0004599,428,NA,745.41,Consumer staples,"Foods, Beverages and Staples"
FCC0004506,418,Ananie Enterprise,596.9775,Consumer staples,"Foods, Beverages and Staples"
FCC0004623,430,Ronsab Preparatory School Limited,3015.53,Consumer discretionary,Private Schools
FCC0004663,440,NA,613.2,Consumer staples,Typical provision shop
FCC0004684,442,NA,370.18,Consumer discretionary,Other
FCC0004706,446,NA,903.5925,Consumer discretionary,Other
FCC0004602,429,Mount Victory Pre. Academy,1523.11,Consumer discretionary,Private Schools
FCC0004720,447,Pabsba Enterprise,500.486,Consumer staples,Typical provision shop
FCC0004690,443,Kolia enterprise,219.4075,Portfolio,General Merchandise /Services
FCC0004656,439,CICA MOTORS SIERRA LEONE,3061.63,Portfolio,General Merchandise /Services
FCC0004664,441,DAMIC REWINDING AND ELECTRICAL SHOP,487.415,Consumer discretionary,Other
FCC0004724,13425,Sierra Bay Hotel,39830.56,Consumer discretionary,Hotels
FCC0004766,450,Revenue Development Foundation,489.45,Materials Manufacturing/Industrials/Services,Other
FCC0004779,451,Bilingual Elementary and High school,3809.86,Portfolio,Suppliers
FCC0004831,453,NP Minimat,270.07,Consumer staples,"Foods, Beverages and Staples"
FCC0004875,457,We are the future -One stop child education center,845.73,Consumer discretionary,Private Schools
FCC0004845,455,Dette and Eubrigs Investment,532.2275,Consumer staples,"Foods, Beverages and Staples"
FCC0004836,454,Keh Keh (Sl) Ltd,1804.47,Portfolio,Construction Ministry of Works - Premium
FCC0004934,460,MARIBU Enterprise,2060.53,Consumer discretionary,Other
FCC0004934,461,GLobal Outreach Mission,4121.06,Consumer discretionary,Other
FCC0004948,463,China Town Guest house,6771.025,Consumer discretionary,Other
FCC0004941,11614,Hotel Mariam,9532.34,Consumer discretionary,Hotels
FCC0006068,552,NA,311.6725,Consumer discretionary,Tailor shop
FCC0006105,554,NA,200.9275,Consumer staples,Typical provision shop
FCC0006119,555,Habitat Home Decor,2481,Consumer staples,Household and personal products
FCC0006126,556,Institute of Advance management and technology,10454.72,Consumer discretionary,Private Schools
FCC0006062,551,Josie Turay Enterprise,914.915,Consumer staples,"Foods, Beverages and Staples"
FCC0006148,559,West Business,388.555,Consumer discretionary,Household durable products
FCC0006231,565,Shine On enterprise,1851.89,Consumer staples,"Foods, Beverages and Staples"
FCC0006258,568,NA,260.3625,Consumer staples,Wholesaler of consumer staples
FCC0006162,560,NA,449.5975,Consumer staples,"Foods, Beverages and Staples"
FCC0006291,569,,582.35,Consumer discretionary,Other
FCC0006306,13452,Medamit,309.9325,Consumer discretionary,Other
FCC0006331,572,Compassionate Health and Wellness Clinic,3123.82,Consumer staples,Drug stores or pharmacies
FCC0006247,566,Miral Healthcare Ltd,4051.78,Portfolio,Construction Ministry of Works - Class I
FCC0006208,14704,Bilin Investment & Development Co. Ltd,417.435,Portfolio,General Merchandise (Limited Company)
FCC0006349,574,FA JOX,900.23,Consumer discretionary,Restaurants Bars
FCC0006396,578,Lionel's Bar & Restaurant,778.23,Consumer discretionary,Restaurants Bars
FCC0006404,13986,Sierra Leone Grammar School,6498,Consumer discretionary,Private Schools
FCC0006453,586,Esto Bar and Restaurant,7296.53,Consumer discretionary,Restaurants Bars
FCC0006456,587,Dija boutique,2024.91,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0006457,588,Alcelia,805.645,Consumer staples,Typical provision shop
FCC0006329,571,Adaba sport,850,Consumer staples,Other
FCC0006459,589,NA,286.23,Materials Manufacturing/Industrials/Services,Workshop or repair contractor
FCC0006479,590,Passionate preparatory school,1220.73,Consumer discretionary,Private Schools
FCC0006378,576,Self Help Store,175.38,Materials Manufacturing/Industrials/Services,Building Materials production
FCC0006381,577,Sabanor ojeh society,838.94,Consumer discretionary,Other
FCC0006402,579,ALZ BUILDING MATERIALS,4614.32,Consumer discretionary,Building materials retail
FCC0006434,583,Mabel Sembu enterprise,711.715,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0006489,592,Office World,17811.898,Consumer discretionary,Other
FCC0006507,593,C. E. C. C  Pure Drinking Water,885.0975,Materials Manufacturing/Industrials/Services,Other
FCC0006516,595,M&B Internet Cafe,239.03,Communication services,Information Technology
FCC0006525,597,Winter &summer enterprise,234.39,Consumer staples,"Foods, Beverages and Staples"
FCC0006337,573,Sierra Leone commercial bank,20385,Financials,Banks
FCC0006574,598,NA,103.0575,Consumer staples,"Foods, Beverages and Staples"
FCC0006578,600,Divine pure water,908.795,Consumer staples,"Foods, Beverages and Staples"
FCC0006588,601,Koroms enterprise,1504.96,Consumer discretionary,Solar retail
FCC0006576,599,Total,12321.88,Consumer staples,"Foods, Beverages and Staples"
FCC0006515,594,My Shop,177.37,Consumer staples,Typical provision shop
FCC0006523,596,Sign Africa,2515.11,Consumer discretionary,Other
FCC0006598,602,National Cecil Registration Authority (GOSL),6620.6396,Consumer discretionary,Other
FCC0006636,604,NA,137.3875,Consumer staples,"Foods, Beverages and Staples"
FCC0006678,605,De Bee SL Limited,285.79,Consumer staples,Typical provision shop
FCC0006720,606,Ramaj logistics agency,773.48,Consumer staples,"Foods, Beverages and Staples"
FCC0006635,603,NA,99.2275,Consumer discretionary,Other
FCC0006757,608,Leonco,629.12,Consumer staples,"Foods, Beverages and Staples"
FCC0006724,607,Chrislin Enterprise,857.34,Consumer staples,Typical provision shop
