id_property,id_business,business_name,business_area,business_category,business_sub_category
FCC0088978,10367,Abdul H. Kamara,332.84,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0007871,10402,Yahaya enterprise,35,Consumer discretionary,Other
FCC0007871,10403,Emma enterprise,36.25,Consumer discretionary,Other
FCC0007871,10404,Sul Bongo,42.64,Consumer discretionary,Other
FCC0007871,10405,Rice shop,35,Consumer staples,Other
FCC0007871,10407,No name,36.25,Consumer staples,"Foods, Beverages and Staples"
FCC0015005,10406,Hema Trading and Construction,702,Portfolio,General Merchandise /Services
FCC0015005,10408,,2106,Consumer discretionary,Household durable products
FCC0059802,10423,Obison Investment,170,Consumer discretionary,Motor Cars and components
FCC0059802,10424,Membee General merchant,480,Consumer staples,Wholesaler of consumer staples
FCC0059802,10428,,312,Consumer discretionary,Other
FCC0018862,10397,Nobrax-Man N.C Enterprise,516,Consumer discretionary,Other
FCC0018862,10398,Okene Enterprise,122,Consumer discretionary,Other
FCC0018862,10399,Allabamikeh Enterprise,122,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0018862,10400,Sontex Investment,75,Consumer discretionary,Other
FCC0018862,10401,Work by Faith Beauty saloon,82,Consumer discretionary,Other
FCC0061731,10470,For and nyam enterprise,160,Consumer discretionary,Other
FCC0061731,10471,Bag & brother Enterprise,416,Portfolio,General Merchandise /Services
FCC0061731,10472,Gandor Barrie enterprise,360,Consumer discretionary,Other
FCC0061731,10473,Nurad investment,300,Consumer discretionary,Barbers/hair or nail saloon
FCC0004627,10425,God Time is Best Enterprise,233.68,Consumer discretionary,Motor Cars and components
FCC0004627,10426,Juma Jalloh Enterprise,246.44,Consumer discretionary,Building materials retail
FCC0004627,10427,Sheriff and Brother Enterprise,134.9,Consumer staples,"Foods, Beverages and Staples"
FCC0004627,10429,Alhaji.B Shaban Auto Spares,172.8,Consumer discretionary,Motor Cars and components
FCC0004627,10430,Mr Bah Enterprise,103,Consumer discretionary,Motor Cars and components
FCC0002200,10438,Used Items,638,Consumer discretionary,Household durable products
FCC0002200,10439,Farica Enterprises,266,Consumer discretionary,Other
FCC0065831,10409,Grass Root Micro Finance Ltd,910.53,Portfolio,General Merchandise /Services
FCC0065831,10410,Tumac Pure Water,906.01,Consumer staples,Other
FCC0065831,10411,Wanstone logistics company (SL) Ltd,910.53,Portfolio,Production Factory (Limited Company)
FCC0065831,10412,Zenith Bank,910.53,Portfolio,Construction Ministry of Works - Premium
FCC0065831,10413,3 JADS Stevedoring and Labour Company (SL)Ltd,910.53,Portfolio,Production Factory (Limited Company)
FCC0087998,10504,S  Barrie Business Center,120,Consumer staples,Typical provision shop
FCC0087998,10505,Maridam Enterprise,105,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0087998,10506,Aminat molleh Rahman,120,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0087998,10507,Myinkan Enterprise,105,Consumer discretionary,Other
FCC0087998,10510,Amie Thomy,105,Consumer staples,"Foods, Beverages and Staples"
FCC0087998,10512,Frbian and Abibatu Enterprise AfricaA,126,Consumer staples,Other
FCC0087998,10513,Isha sento kamara Enterprise,204,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0044487,10464,Make well Pharma Pharmacy,1,Portfolio,Suppliers
FCC0044487,10465,GBS Travel Agency,300,Portfolio,General Merchandise /Services
FCC0044487,10466,Down Town Restaurant,285,Consumer staples,"Foods, Beverages and Staples"
FCC0044487,10467,Namico Enterprise,108,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0044487,10468,Chehlal Pharmaceutical & Cosmetics,300,Portfolio,Suppliers
FCC0073659,10450,Josh mobis,468,Consumer discretionary,Household durable products
FCC0073659,10451,Petico car decoration,48,Portfolio,General Merchandise /Services
FCC0073659,10452,Ebere chukwu,120,Consumer discretionary,Other
FCC0073659,10453,Uzing enterprise,352,Consumer discretionary,Other
FCC0073659,10454,Cino- cee enterprise,120,Consumer discretionary,Household durable products
FCC0041959,10491,,336,Consumer discretionary,Other
FCC0041959,10492,Swank Boutique,240,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0041959,10493,Aishmed Enterprise,325,Consumer discretionary,Household durable products
FCC0041959,10494,,300,Consumer discretionary,Other
FCC0080275,10447,Ya Mariama Fatiy Enterprise,162,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0087998,10515,Tenmy any Gibril Enterprise,135,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0087998,10516,Shaid kankay Enterprise,105,Consumer staples,"Foods, Beverages and Staples"
FCC0087998,10517,Mama jabbeh single Enterprise,1100,Consumer staples,"Foods, Beverages and Staples"
FCC0087998,10518,,120,Consumer discretionary,Other
FCC0093676,10606,Sissy Enterprise,440,Portfolio,Suppliers
FCC0093676,10607,Fatishami Enterprise,280,Portfolio,General Merchandise /Services
FCC0093676,10608,Cash and carry vybsy Enterprise,143,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0093676,10609,H. Monica & Daughter Enterprise,126,Portfolio,Consumer Discretionary (certificate)
FCC0093676,10610,Karisat Enterprise,126,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0101525,10572,Sigima & Son Enterprise,166.86,Consumer staples,"Foods, Beverages and Staples"
FCC0101525,10573,I.B.S,134.39,Consumer discretionary,Building materials retail
FCC0101525,10574,One Ward Brother Boutique,146.73,Portfolio,Consumer Discretionary (certificate)
FCC0101525,10575,Jabbex Boutique,398.78,Portfolio,Consumer Discretionary (certificate)
FCC0101525,10576,Morray Enterprise,154.77,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0101525,10577,Wurrie Enterprise,97.92,Consumer discretionary,Other
FCC0101525,10578,Easthood Pharmaceuticals,150.15,Consumer staples,Drug stores or pharmacies
FCC0081512,10534,,42,Consumer discretionary,Other
FCC0081512,10537,Habiby doghel,688.5,Portfolio,Consumer Discretionary (certificate)
FCC0081512,10540,Amiebai k Enterprise,315.18,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0029565,10589,Jah khadijah Abu bakarr enterprise,260,Consumer discretionary,Other
FCC0029565,10590,Chanthe Dow,0.25,Portfolio,Suppliers
FCC0029565,10591,Mamadu Abdul bah enterprise,144.2,Consumer discretionary,Other
FCC0029565,10592,N A Sow enterprise,260,Consumer discretionary,Other
FCC0102671,10601,Fatta Bangs Enterprises,144,Consumer staples,"Foods, Beverages and Staples"
FCC0102671,10602,,240,Consumer staples,"Foods, Beverages and Staples"
FCC0102671,10603,Banisatu Enterprises,336,Consumer staples,"Foods, Beverages and Staples"
FCC0065009,10541,Lux Hair By Mariam,325,Portfolio,Suppliers
FCC0102671,10605,Fatta Bangs Enterprises,336,Consumer discretionary,Building materials retail
FCC0102671,10604,Rindal Logistics clearing and forwarding,280,Consumer discretionary,Other
FCC0065009,10542,Smoothies Crochet,400,Consumer staples,Other
FCC0065009,10543,Yours Enterprise,300,Consumer staples,Typical provision shop
FCC0065009,10544,Wonders Design,400,Consumer discretionary,Other
FCC0019123,10520,Sokai and sons,140,Consumer staples,Wholesaler of consumer staples
FCC0019123,10521,H kanu,56,Consumer staples,Other
FCC0019123,10522,I and I Enterprise,126,Consumer staples,Other
FCC0019123,10523,H Enterprise,48,Consumer staples,Other
FCC0019123,10524,Elizabeth Kadie sesay,119,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0019123,10525,Hawa Enterprise,140,Consumer discretionary,Other
FCC0049257,10580,Ada Gift Enterprises,200,Portfolio,Consumer Discretionary (certificate)
FCC0049257,10581,Miki - Max Auto Spares,200,Consumer discretionary,Motor Cars and components
FCC0049257,10582,,80,Consumer discretionary,Other
FCC0049257,10583,Aleem's Enterprise,200,Consumer discretionary,Other
FCC0049257,10584,O.J. Auto Spares,200,Consumer discretionary,Motor Cars and components
FCC0073300,10559,Emmsonie Trading and Construction Enterprise,1608.75,Consumer discretionary,Building materials retail
FCC0073300,10560,AluGlass,448.8,Consumer discretionary,Other
FCC0073300,10561,Shikanah Enterprise,710,Consumer discretionary,Other
FCC0073300,10562,Aniotted power Solution,1056,Consumer discretionary,Other
FCC0073300,10563,Bottles and More,569.25,Consumer staples,"Foods, Beverages and Staples"
FCC0073300,10564,Barrier Investment (SL) Ltd,1843,Energy,Solar Energy Provider
FCC0054979,10565,Ya Fallah Pharmacy,288.75,Portfolio,Pharmacy (certificate)
FCC0054979,10566,,210,Consumer discretionary,Household durable products
FCC0054979,10567,Simedi Restaurants,288.75,Consumer staples,"Foods, Beverages and Staples"
FCC0054979,10568,Edemsil Clinic,665,Consumer discretionary,Private healthcare
FCC0054979,10569,Rugiatu Alhaji Enterprise,136.8,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0054979,10570,Jaffa Enterprise,57.75,Consumer discretionary,Other
FCC0018849,10621,Saifutia enterprise,126,Consumer discretionary,Other
FCC0018849,10622,People s pharmacy,448,Consumer staples,Drug stores or pharmacies
FCC0018849,10623,M. Alpha Barrie enterprise,384,Consumer discretionary,Other
FCC0018849,10624,Tecno mark investment,384,Consumer discretionary,Other
FCC0018849,10625,Abubakarr jalloh,60,Consumer discretionary,Other
FCC0061731,10495,F H A enterprise,684,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0061731,10497,,432,Consumer discretionary,Other
FCC0061731,10498,,240,Consumer discretionary,Other
FCC0061731,10499,Salran enterprise,684,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0061731,10500,Karo enterprise,132,Consumer discretionary,Other
FCC0068860,10551,Santeyilla Enterprise,312,Consumer discretionary,Other
FCC0068860,10552,Rugiatu Enterprise,64,Consumer staples,Typical provision shop
FCC0068860,10553,Lux and friends,64,Consumer discretionary,Other
FCC0068860,10554,Issa Enterprise,80,Consumer discretionary,Other
FCC0068860,10555,Hannah Enterprise,80,Consumer staples,Typical provision shop
FCC0053472,10593,Koanadia Enterprise,715.5,Consumer discretionary,Other
FCC0053472,10594,Sierram Store,715.5,Consumer discretionary,Building materials retail
FCC0053472,10595,3D s Investment,715.5,Consumer staples,"Foods, Beverages and Staples"
FCC0068860,10556,Mimiel Investment,80,Consumer discretionary,Other
FCC0068860,10557,Allan Enterprise used,144,Consumer discretionary,Other
FCC0093391,10585,Hajfred Enterprise,297,Consumer discretionary,Household durable products
FCC0093391,10586,Haja zainab Marie Enterprise,629.72,Consumer staples,"Foods, Beverages and Staples"
FCC0093391,10587,Hassan kamara Enterprise,702,Consumer discretionary,Household durable products
FCC0059878,10526,,41.8,Consumer discretionary,Other
FCC0059878,10527,,41.2,Consumer discretionary,Other
FCC0059878,10528,,44,Consumer discretionary,Other
FCC0059878,10529,,44,Consumer discretionary,Tailor shop
FCC0059878,10530,,49.5,Consumer discretionary,Other
FCC0007151,10731,Maibrose Enterprise,63.63,Consumer discretionary,Other
FCC0007151,10732,Mariama and Aminata Enterprise,31.41,Consumer staples,"Foods, Beverages and Staples"
FCC0007151,10733,Sajoh and Sister Enterprise,69.56,Consumer discretionary,Other
FCC0007151,10734,Mariama Enterprise,69.56,Consumer discretionary,Other
FCC0007151,10735,M.S.K .Enterprise,63.63,Consumer staples,"Foods, Beverages and Staples"
FCC0007151,10736,Mariama Baby Enterprise,31.41,Consumer staples,"Foods, Beverages and Staples"
FCC0007151,10737,Sobie Enterprise,63.92,Consumer staples,"Foods, Beverages and Staples"
FCC0007151,10738,Battu & Son Enterprise,63.63,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0007151,10739,Kadie Skipper Shop,61.61,Consumer staples,"Foods, Beverages and Staples"
FCC0007151,10740,Shine Enterprise,61.61,Consumer staples,"Foods, Beverages and Staples"
FCC0007151,10741,Unisa Jalloh Enterprise,63.63,Consumer discretionary,Other
FCC0007151,10742,Isatta and Alhaji Enterprise,31.41,Consumer staples,"Foods, Beverages and Staples"
FCC0007151,10743,Jaratu Enterprise,61.61,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0007151,10744,Mummy Nancy and Son Enterprise,61.61,Consumer staples,"Foods, Beverages and Staples"
FCC0037508,10596,Z.K Enterprise,261.36,Consumer staples,"Foods, Beverages and Staples"
FCC0037508,10597,Jemba Jem Enterprise,369.95,Consumer staples,"Foods, Beverages and Staples"
FCC0037508,10598,Graca Enterprise,313.5,Consumer staples,"Foods, Beverages and Staples"
FCC0037508,10599,Titi and A Drug Store,372.28,Consumer discretionary,Private healthcare
FCC0037508,10600,Sigima Enterprise,571.12,Consumer staples,"Foods, Beverages and Staples"
FCC0029565,10588,M.B.J enterprise,260,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0059876,10688,I.G Best,103.35,Portfolio,Consumer Discretionary (certificate)
FCC0059876,10689,Nala enterprise,122.4,Portfolio,General Merchandise /Services
FCC0059876,10690,Inno cris investment,45.55,Consumer discretionary,Motor Cars and components
FCC0059876,10691,Emmy light investment,48.5,Consumer discretionary,Motor Cars and components
FCC0034501,10713,Two Friends Boutique,150.06,Portfolio,General Merchandise /Services
FCC0059876,10692,Cufi enterprise,57.6,Consumer discretionary,Motor Cars and components
FCC0034501,10714,Abdul mans Enterprise,221.76,Consumer discretionary,Other
FCC0034501,10715,Amsyllung Holdings,100.28,Consumer discretionary,Motor Cars and components
FCC0034501,10716,Chibyke Daniel Auto Spare,156.06,Consumer discretionary,Motor Cars and components
FCC0034501,10717,Two Friends Boutique,92.72,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0034501,10718,Anavic Venture,92.72,Consumer discretionary,Motor Cars and components
FCC0034501,10719,Mony Transfer Agency,208.08,Consumer discretionary,Other
FCC0034501,10720,Star point International Auto Spares,67.32,Consumer discretionary,Other
FCC0034501,10721,Middle point Automotive special Auto spare,102.05,Consumer discretionary,Motor Cars and components
FCC0002902,10746,Mburia Enterprise,240,Consumer discretionary,Motor Cars and components
FCC0002902,10747,Amus and sin enterprise,240,Consumer discretionary,Other
FCC0002902,10748,Special sisterhood enterprise,240,Consumer staples,"Foods, Beverages and Staples"
FCC0030361,10643,Reo Roma,816,Portfolio,General Merchandise (Limited Company)
FCC0002902,10750,Reliance enterprise,312,Consumer discretionary,Other
FCC0002902,10751,Razbah pharmacy,480,Consumer staples,Other
FCC0002902,10752,Nexus technology,384,Financials,Currency exchange
FCC0089317,10664,Christellam C & F agency,143.45,Consumer discretionary,Transport company
FCC0089317,10665,Ramatu  Enterprise,87.36,Consumer staples,"Foods, Beverages and Staples"
FCC0089317,10666,Leone Clearing & Forwarding,224.07,Consumer discretionary,Transport company
FCC0089317,10667,Amizo Enterprise,113.36,Consumer staples,"Foods, Beverages and Staples"
FCC0089317,10668,Harmony Clearing and Forwarding,98.28,Consumer discretionary,Transport company
FCC0089317,10669,Alima Kay Enterprise,113.36,Portfolio,General Merchandise (Limited Company)
FCC0089317,10670,A & Z Enterprise,102.96,Consumer discretionary,Other
FCC0089317,10671,A & l. B Enterprise,192.15,Consumer staples,"Foods, Beverages and Staples"
FCC0089317,10672,Sidima Enterprise,115.44,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0040644,10650,Ana Hilton Fashion,75,Portfolio,General Merchandise /Services
FCC0040644,10651,Taomed Investment,112,Consumer discretionary,Other
FCC0040644,10652,MPB Enterprise,80,Consumer discretionary,Other
FCC0040644,10653,Iyani Wura Enterprise,65,Consumer discretionary,Other
FCC0040644,10654,Wize Enterprise,72,Consumer discretionary,Other
FCC0040644,10655,Young Ade Enterprise,80,Consumer discretionary,Barbers/hair or nail saloon
FCC0040644,10656,God Power Enterprise,27,Consumer discretionary,Barbers/hair or nail saloon
FCC0040644,10657,Alhaja Ayabo Isola Enterprise,105,Consumer discretionary,Other
FCC0061198,10630,Kada enterprise,336,Portfolio,Consumer Discretionary (certificate)
FCC0061198,10631,Mac 10,36,Consumer discretionary,Other
FCC0061198,12930,Fodnan Enterprise,192,Portfolio,Consumer Discretionary (certificate)
FCC0061198,12966,Stephen J Enterprise,320,Consumer discretionary,Other
FCC0061198,10636,Kazzbell & sons enterprise,128,Consumer discretionary,Other
FCC0061198,10637,Suleiman enterprise,240,Consumer discretionary,Other
FCC0061198,10638,Sunky bee enterprise,256,Consumer discretionary,Other
FCC0100092,10675,Amfat Enterprise,140,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0100092,10676,Atlantic freight forwarder,200,Consumer discretionary,Other
FCC0100092,10677,Kadie enterprise,140,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0100092,10678,Fatish beauty saloon,140,Consumer discretionary,Barbers/hair or nail saloon
FCC0100092,10679,M. H. S freight services,200,Consumer discretionary,Other
FCC0100092,10680,Issa and son s enterprise,168,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0100092,10681,Al-ma jeedul enterprise,140,Consumer discretionary,Other
FCC0100092,10682,Sahid and son s boutique,140,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0002902,10749,Ngowahun tailoring boutique,0.25,Portfolio,Consumer Discretionary (certificate)
FCC0030361,10646,Rima Boutique,238,Portfolio,General Merchandise /Services
FCC0030361,10647,Sheku kemoba Dukuray,91,Consumer discretionary,Other
FCC0030361,10648,Z C Enterprise,378,Consumer discretionary,Household durable products
FCC0030361,10649,Medosat sl Ltd,204,Portfolio,General Merchandise /Services
FCC0092965,10639,In Jesus Name Enterprise,96,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0092965,10640,Taibu Jay Enterprise,96,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0092965,10641,Bethel Textile Cosmetics,128,Portfolio,Suppliers
FCC0092965,10642,Tongi Teng Enterprise,208,Portfolio,Suppliers
FCC0096193,10725,Positive Concepts Autospares,128.1,Consumer discretionary,Motor Cars and components
FCC0096193,10726,Okeson auto spare,151.8,Consumer discretionary,Motor Cars and components
FCC0096193,10727,Cassy international,179.63,Consumer discretionary,Motor Cars and components
FCC0096193,10728,Osondu auto spare,212.52,Consumer discretionary,Motor Cars and components
FCC0096193,10729,M.N.J.C Autospares,116.13,Consumer discretionary,Motor Cars and components
FCC0096193,10730,M.S Chidi Autospares,225,Consumer discretionary,Motor Cars and components
FCC0015529,10762,Amani Amal E J Enterprise,286,Consumer staples,Wholesaler of consumer staples
FCC0015529,10763,Brucci s Business Ventures,286,Portfolio,Consumer Discretionary (certificate)
FCC0061198,10633,Yanka loll investment,320,Consumer discretionary,Other
FCC0018849,10629,Jafia Enterprise,176,Portfolio,Suppliers
FCC0030361,10645,Jin Chang Trader Price Shop,378,Consumer discretionary,Other
FCC0081056,10842,F.c Automative Holdings,152,Consumer discretionary,Motor Cars and components
FCC0081056,10843,Talie Enterprise,150.96,Consumer discretionary,Motor Cars and components
FCC0081056,10844,De Favor Restaurant,516.06,Consumer staples,"Foods, Beverages and Staples"
FCC0081056,10845,M.L.B. General Auto Spare,148.32,Consumer discretionary,Motor Cars and components
FCC0012461,10800,Skin beauty enterprise,142,Consumer discretionary,Other
FCC0012461,10801,LB Sow enterprise,124.96,Consumer discretionary,Other
FCC0012461,10802,Rumuz commercial enterprise,151.36,Consumer discretionary,Other
FCC0012461,10803,Daddy king Enterprise 2,151.36,Consumer discretionary,Other
FCC0012461,10804,Alhaji m kargbo enterprise,312.4,Consumer discretionary,Other
FCC0012461,10805,Sow brothers,247.5,Consumer discretionary,Other
FCC0012461,10806,Daddy king enterprise,130.24,Consumer discretionary,Other
FCC0012461,10807,Abdul Rahim jalloh enterprise,275,Portfolio,General Merchandise /Services
FCC0012461,10808,Young Ade enterprise,124.25,Consumer discretionary,Other
FCC0012461,10809,Abdul Rahim jalloh enterprise,277.75,Portfolio,General Merchandise /Services
FCC0012461,10810,Alieu and Alimu sow,82,Consumer discretionary,Other
FCC0003586,10882,Kolifa Rowallah Enterprises,144,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0013061,10745,Berber Enterprise,152.61,Consumer staples,"Foods, Beverages and Staples"
FCC0003586,10883,Satu K Enterprises,104.4,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0003586,10884,Varies Enterprises,110.36,Consumer discretionary,Other
FCC0003586,10885,S Barrie Enterprises,104.4,Consumer discretionary,Household durable products
FCC0003586,10886,,121,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0003586,10887,,50,Consumer discretionary,Other
FCC0003586,10888,Barn H Q Enterprises,199,Consumer discretionary,Other
FCC0003586,10889,Hallamalayah Enterprises,180,Consumer discretionary,Other
FCC0003586,10890,Ahamasa Boutique,186.2,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0003586,10891,Isha Ngege Enterprises,140,Consumer staples,"Foods, Beverages and Staples"
FCC0068364,10892,Jafia Entetprises,271.32,Portfolio,General Merchandise /Services
FCC0068364,10893,Edith s Enterprises,504,Portfolio,General Merchandise /Services
FCC0068364,10894,Value Point Enterprises,260,Portfolio,Suppliers
FCC0068364,10895,Tanue  International,360,Portfolio,Consumer Discretionary (certificate)
FCC0068364,10896,Standard Stationary Enterprises,662.3,Portfolio,General Merchandise /Services
FCC0068364,10897,Lady Royal Hair & Beauty Saloon,1104,Consumer discretionary,Barbers/hair or nail saloon
FCC0068364,10898,Yours Services Limited,602.7,Portfolio,General Merchandise /Services
FCC0068364,10899,Alimamy Enterprises,198,Portfolio,General Merchandise /Services
FCC0030361,10644,Electra,204,Portfolio,Consumer Discretionary (certificate)
FCC0018849,10628,Mitty enterprise,432,Portfolio,General Merchandise /Services
FCC0098708,10816,Kamara enterprise,108.28,Consumer discretionary,Other
FCC0040644,10658,Nab Kay Enterprise,75,Portfolio,Consumer Discretionary (certificate)
FCC0041521,10876,A Aluminum JC Enterprise,156,Consumer discretionary,Other
FCC0041521,10877,Dannitee Investment,80,Consumer staples,Typical provision shop
FCC0041521,10878,Ronyatt Investment,121,Consumer staples,Typical provision shop
FCC0041521,10879,A Aluminum JC Enterprise,192,Consumer discretionary,Other
FCC0041521,10880,,42,Consumer discretionary,Other
FCC0073865,10779,Tejan Enterprise,1538.7,Consumer staples,"Foods, Beverages and Staples"
FCC0073865,10780,Isatu Alhasjay Enterprise,136.8,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0073865,10781,Mrs Mariana kargbo Enterprise,110,Consumer discretionary,Other
FCC0073865,10782,Osman sow Enterprise,155.78,Consumer staples,"Foods, Beverages and Staples"
FCC0073865,10783,Francis and Philip Enterprise,102.5,Consumer discretionary,Other
FCC0073865,10784,Sheik Abubakarr Enterprise,110,Consumer discretionary,Other
FCC0073865,10786,KT Enterprise,109,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0004309,10824,T Man Fashion Boutique,224,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0004309,10825,Elshadai Auto Spare Parts,224,Consumer discretionary,Motor Cars and components
FCC0004309,10826,Hafizz Fashion Boutique,135,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0004309,10827,,128,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0055553,10863,Bunting Rogers wright,70,Consumer staples,"Foods, Beverages and Staples"
FCC0004309,10829,Alimatu Enterprise,45,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0004309,10830,Nanshish Investment,140,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0044974,10858,Prince Jerry investment,221,Consumer discretionary,Motor Cars and components
FCC0044974,10859,A.A .J Enterprise,429,Consumer staples,"Foods, Beverages and Staples"
FCC0044974,10860,Prince Jerry Enterprise,143,Consumer discretionary,Motor Cars and components
FCC0044974,10861,Family fresh,429,Portfolio,Consumer Staples (certificate)
FCC0044974,10862,Family high needs,429,Consumer staples,Other
FCC0003155,10870,Besto Trading,108,Consumer staples,"Foods, Beverages and Staples"
FCC0003155,10871,Divine Portals Establishment,108,Financials,Currency exchange
FCC0003155,10872,Africouture,108,Portfolio,Consumer Discretionary (certificate)
FCC0003155,10873,Afro international,108,Portfolio,Suppliers
FCC0015529,10764,A sat Building material,286,Consumer discretionary,Building materials retail
FCC0003155,10875,Augusta Tee Fashion Boutique,128,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0015529,10765,S P Enterprise Internet cafe,286,Communication services,Software services
FCC0015529,10766,Foamtech,286,Consumer discretionary,Other
FCC0100288,10785,All Nation Service Provider,1737.75,Financials,Other
FCC0100288,10787,Galoya Enterprise,117.6,Consumer discretionary,Other
FCC0100288,10789,MBJ Trading Centre,211.75,Portfolio,Consumer Discretionary (certificate)
FCC0100288,10790,Hajarafat sidiq ishola enterprise,195,Consumer discretionary,Other
FCC0100288,10792,AAmcos Enterprise,225,Consumer staples,Wholesaler of consumer staples
FCC0100288,10794,KB Enterprise,134.85,Consumer discretionary,Other
FCC0100288,10796,Alsumata Enterprise,119.25,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0100288,10798,Adama Leigh Enterprise,58.43,Consumer discretionary,Other
FCC0065400,10767,Bangura store 1,271.05,Consumer discretionary,Other
FCC0065400,10768,,216.3,Consumer discretionary,Other
FCC0065400,10769,Haja kombo Enterprise,132.3,Consumer discretionary,Other
FCC0065400,10770,Memkain Enterprise,218.4,Consumer discretionary,Other
FCC0065400,10771,Test And Stay Tailoring shop,118.13,Consumer discretionary,Tailor shop
FCC0065400,10772,Kadbass,132.3,Consumer discretionary,Other
FCC0065400,10773,Mbalu enterprise,207,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0065400,10774,Isatu Alhaji Sesay Enterprise,214.2,Consumer staples,Other
FCC0065400,10775,,398.35,Consumer discretionary,Other
FCC0065400,10776,A.J Enterprise,130.2,Consumer discretionary,Other
FCC0004309,10828,Abass Boutique,192,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0055553,10864,Melyn ent,128,Consumer discretionary,Other
FCC0055553,10865,California tailoring,84,Consumer discretionary,Other
FCC0055553,10866,Mariama bah,96,Consumer discretionary,Other
FCC0055553,10867,Mire s delight,128,Consumer staples,"Foods, Beverages and Staples"
FCC0055553,10868,F.E.D Investment,144,Consumer discretionary,Barbers/hair or nail saloon
FCC0055553,10869,J.E.K INVESTMENT,64,Consumer discretionary,Other
FCC0055723,10791,Gabell Enterprise,92.25,Consumer discretionary,Other
FCC0055723,10793,Ali koroma,75.85,Consumer staples,Wholesaler of consumer staples
FCC0055723,10795,Demba Enterprise,172.23,Consumer staples,Wholesaler of consumer staples
FCC0055723,10797,Bin Enterprise,188.33,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0055723,10799,Neneh Borbor Enterprise,351.05,Consumer staples,Wholesaler of consumer staples
FCC0022887,10817,Good God Auto Spare Parts,160,Portfolio,General Merchandise /Services
FCC0022887,10819,Matu & Condo Enterprise,160,Consumer discretionary,Other
FCC0022887,10821,Sir-Don  Auto Lamp,96,Consumer discretionary,Motor Cars and components
FCC0022887,10822,Prestige Auto Spare parts,160,Consumer discretionary,Motor Cars and components
FCC0022887,10823,New Hope Auto Spare,160,Consumer discretionary,Motor Cars and components
FCC0099092,10953,,108,Consumer staples,Household and personal products
FCC0099092,10954,Amadu Enterprises,297,Consumer discretionary,Other
FCC0099092,10955,B &I classic wear,297,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0099092,10956,Kamara Family Enterprise,297,Consumer discretionary,Building materials retail
FCC0102751,9838,Sierra Leone Chinese Sunlight Clinic,1702.08,Consumer discretionary,Private healthcare
FCC0102751,9839,Guangjin International investment and Development Co.Ltd,4538.88,Materials Manufacturing/Industrials/Services,Construction company
FCC0003155,10874,Ibrahim Baro Enterprise,128,Consumer discretionary,Other
FCC0097381,9318,Bear Bear  Enterprise,977.68,Consumer discretionary,Other
FCC0002936,263,Sierra Leone Library Board,16757.62,Consumer discretionary,Other
